material_id,MP_sg,OQMD_sg,AFLOW_sg_orig,AFLOW_sg_relax
mp-867294,62,,,
mp-867322,173,173,,
mp-867323,173,,,
mp-867328,4,4,,
mp-867329,5,5,,
mp-867334,4,4,,
mp-867335,63,63,,
mp-867336,26,26,,
mp-867340,26,26,,
mp-867359,15,,,
mp-867371,12,12,,
mp-867515,194,,,
mp-867517,58,,,
mp-867518,198,,,
mp-867519,198,,,
mp-867528,15,,15,15
mp-867563,14,,,
mp-867593,33,,,
mp-867625,14,,,
mp-867643,14,,,
mp-867656,193,193,,
mp-867757,189,189,,
mp-867808,150,,150,5
mp-867818,11,11,,
mp-867823,2,2,,
mp-867884,62,62,,
mp-867886,9,,,
mp-867889,129,129,,
mp-867929,173,173,,
mp-867930,4,4,,
mp-867933,46,,,
mp-867934,19,,,
mp-867935,14,,,
mp-867938,14,,,
mp-867943,136,,,
mp-867946,62,,,
mp-867951,18,,,
mp-867964,72,72,,
mp-867968,62,,,
mp-867972,2,,,
mp-867975,14,,,
mp-867987,14,,,
mp-867996,8,,,
mp-868019,61,,,
mp-924130,216,,,
mp-935811,221,,,
mp-941221,181,,,
mp-942700,2,2,,
mp-942733,142,142,,
mp-943462,14,,,
mp-943492,2,2,,
mp-950995,9,9,,
mp-966582,14,,,
mp-966591,61,61,,
mp-966800,186,186,186,186
mp-966802,20,20,,
mp-971662,223,,223,223
mp-971673,12,,,
mp-971712,115,115,,
mp-971787,164,164,,
mp-971837,122,122,,
mp-972032,148,2,,
mp-972112,14,14,,
mp-972117,14,,,
mp-972120,10,10,,
mp-972199,194,194,,
mp-972216,14,14,,
mp-972384,15,15,,
mp-972387,113,113,,
mp-972448,33,,,
mp-972600,14,14,,
mp-972808,4,,,
mp-972825,119,119,,
mp-972831,4,4,,
mp-972937,166,166,,
mp-973185,166,166,,
mp-973217,62,19,,
mp-973225,12,12,,
mp-973261,227,227,,
mp-973330,15,15,,
mp-973391,64,64,,
mp-973441,11,,,
mp-973585,129,,,
mp-973586,194,194,,
mp-973694,15,15,,
mp-973793,109,109,,
mp-973926,15,15,,
mp-973966,2,2,,
mp-973981,129,,,
mp-974035,15,15,,
mp-974267,20,20,,
mp-974307,129,,,
mp-974434,14,14,,
mp-974451,12,12,,
mp-974482,164,164,,
mp-974606,2,2,,
mp-974650,32,32,,
mp-974667,15,15,,
mp-974682,62,62,,
mp-974713,136,136,,
mp-974724,14,14,,
mp-974757,14,14,,
mp-975031,14,14,,
mp-975103,33,33,,
mp-975115,88,88,,
mp-975140,123,123,,
mp-975144,123,,,
mp-975237,176,,,
mp-975505,2,2,,
mp-975577,4,4,,
mp-975605,12,12,,
mp-975622,43,43,,
mp-975646,129,129,,
mp-975666,129,129,,
mp-975924,148,148,,
mp-975958,129,129,,
mp-976181,216,216,,
mp-976291,88,,,
mp-976313,4,4,,
mp-976349,62,62,,
mp-976384,55,,,
mp-976401,148,148,,
mp-976447,225,225,,
mp-976587,15,15,,
mp-976713,11,11,,
mp-976726,62,62,,
mp-976876,164,164,,
mp-977037,4,4,,
mp-977148,63,63,,
mp-977164,6,6,,
mp-977298,15,15,,
mp-977368,12,12,,
mp-977414,31,31,,
mp-977417,11,11,,
mp-977569,5,5,,
mp-977584,12,12,,
mp-978099,11,11,,
mp-978275,74,74,,
mp-978278,14,,,
mp-978284,2,2,,
mp-978526,205,205,,
mp-978553,55,,,
mp-978595,2,2,,
mp-978840,205,205,,
mp-978844,221,221,,
mp-978847,156,156,,
mp-978852,156,156,,
mp-978857,166,166,,
mp-978990,2,2,,
mp-979137,156,156,,
mp-979264,167,167,,
mp-979271,109,109,,
mp-979340,61,61,,
mp-979979,220,,,
mp-980057,156,156,,
mp-980659,84,84,,
mp-980666,62,,,
mp-980949,12,12,,
mp-981103,221,221,,
mp-981379,215,215,,
mp-981511,63,63,,
mp-982366,14,14,,
mp-982980,14,14,,
mp-983061,193,193,,
mp-983327,26,26,,
mp-983519,2,2,,
mp-983565,122,,,
mp-983589,19,19,19,19
mp-983597,12,12,,
mp-983603,129,,,
mp-984052,62,,62,62
mp-984055,174,174,,
mp-984332,199,199,,
mp-984350,220,,,
mp-984519,7,7,,
mp-984550,137,137,137,137
mp-984555,194,194,194,194
mp-984605,63,63,,
mp-984696,148,148,,
mp-984729,221,221,,
mp-984755,161,161,,
mp-984766,77,77,,
mp-984806,14,14,,
mp-984872,140,140,,
mp-985293,19,19,19,19
mp-985477,15,,,
mp-985697,147,147,,
mp-985700,55,,,
mp-985701,2,2,,
mp-985829,164,164,164,164
mp-985831,164,164,164,164
mp-989229,5,5,,
mp-991652,215,215,,
mp-991676,215,215,,
mp-997618,216,,216,216
mp-998980,216,,,
mp-999119,166,,,
mp-999121,166,,,
mp-999126,166,,,
mp-999127,166,,,
mp-999129,166,,,
mp-999132,166,,,
mp-999135,166,,,
mp-999137,166,,,
mp-999138,166,,,
mp-999200,139,139,139,139
mp-999265,166,,,
mp-999269,166,,166,166
mp-999274,123,,,
mp-999288,166,,,
mp-999289,166,,,
mp-999295,129,129,,
mp-999319,166,,,
mp-999447,166,,,
mp-999448,166,,,
mp-999460,166,,,
mp-999461,166,,166,166
mp-999470,166,,166,166
mp-999471,166,,166,166
mp-999472,166,,,
mp-999474,166,,,
mp-999488,166,,,
mp-999489,166,,,
mp-999490,166,,,
mp-999495,225,225,,
mp-999498,199,,199,199
mp-999549,187,,,
mp-1001012,227,,,
mp-1001015,227,,,
mp-1001019,227,227,227,227
mp-1001021,227,,,
mp-1001604,166,,,
mp-1001611,166,,,
mp-1001780,156,,,
mp-1001786,166,,,
mp-1001831,227,,,
mp-1002124,216,,,
mp-1002164,216,216,,
mp-1004532,15,,,
mp-1005754,14,14,,
mp-1006058,15,15,,
mp-1006118,2,2,2,2
mp-1006322,86,,,
mp-1006616,2,,,
mp-1006617,2,,,
mp-1006878,65,65,65,65
mp-1006880,216,,,
mp-1006885,166,,166,166
mp-1006888,166,,,
mp-1006891,166,,,
mp-1007636,166,,,
mp-1007637,123,,,
mp-1007663,166,,,
mp-1007665,166,,,
mp-1007776,216,,,
mp-1007823,115,,,
mp-1007824,194,,186,194
mp-1007907,166,,,
mp-1007908,166,,,
mp-1007922,63,63,63,63
mp-1008223,216,216,216,216
mp-1008394,64,,64,64
mp-1008395,139,,139,139
mp-1008500,194,194,194,194
mp-1008506,156,156,,
mp-1008523,115,,,
mp-1008524,194,,,
mp-1008528,115,115,,
mp-1008556,115,,,
mp-1008557,115,,,
mp-1008559,186,186,186,186
mp-1008561,166,,,
mp-1008677,225,,,
mp-1008680,216,,,
mp-1008776,166,,,
mp-1008785,225,,,
mp-1008786,225,225,,
mp-1008809,187,,,
mp-1008813,216,,,
mp-1009009,221,,,
mp-1009048,216,,,
mp-1009085,122,,,
mp-1009087,122,,,
mp-1009127,221,,,
mp-1009129,187,,187,187
mp-1009220,221,221,,
mp-1009490,12,,,
mp-1009540,216,,,
mp-1009543,216,216,,
mp-1009555,225,,225,225
mp-1009639,216,,,
mp-1009653,166,,,
mp-1009730,225,,,
mp-1009733,225,,225,225
mp-1009746,216,,,
mp-1009750,216,,,
mp-1009755,225,,,
mp-1009756,225,,,
mp-1009792,216,216,,
mp-1009813,216,,216,216
mp-1009818,119,,119,119
mp-1009819,221,221,,
mp-1009820,216,216,,
mp-1009828,107,107,,
mp-1009894,216,,,
mp-1011696,62,,,
mp-1011834,1,,,
mp-1012435,186,,186,186
mp-1016092,19,,,
mp-1016197,122,122,,
mp-1016200,122,122,,
mp-1016214,63,,,
mp-1017439,221,,,
mp-1017508,166,,,
mp-1017510,194,,194,194
mp-1017514,166,,,
mp-1017533,194,,,
mp-1017534,115,,,
mp-1017539,186,,,
mp-1017548,164,,,
mp-1017550,164,,164,164
mp-1017551,115,115,115,115
mp-1017552,164,,164,164
mp-1017555,221,,,
mp-1017565,164,164,164,164
mp-1017567,164,,,
mp-1017626,221,,,
mp-1017628,164,,,
mp-1017988,123,123,,
mp-1018009,216,216,216,216
mp-1018025,166,166,,
mp-1018030,123,123,,
mp-1018032,123,123,,
mp-1018033,166,166,,
mp-1018040,186,186,186,186
mp-1018049,129,,,
mp-1018089,115,115,,
mp-1018090,156,156,,
mp-1018091,156,156,,
mp-1018093,156,156,156,156
mp-1018094,156,156,,
mp-1018095,156,156,156,156
mp-1018096,166,166,,
mp-1018097,123,123,,
mp-1018098,166,166,166,166
mp-1018099,166,166,,
mp-1018100,186,,,
mp-1018115,63,63,63,63
mp-1018118,216,,,
mp-1018132,216,216,216,216
mp-1018135,216,,,
mp-1018136,216,,,
mp-1018138,164,164,,
mp-1018139,216,216,,
mp-1018141,166,,166,166
mp-1018275,166,,166,166
mp-1018630,164,,,
mp-1018639,221,,,
mp-1018650,164,,164,164
mp-1018651,164,164,164,164
mp-1018655,164,,164,164
mp-1018656,164,164,,
mp-1018664,136,,136,136
mp-1018678,160,160,,
mp-1018716,194,,194,194
mp-1018719,25,,,
mp-1018721,137,137,137,137
mp-1018722,154,,154,154
mp-1018731,59,,,
mp-1018736,129,129,,
mp-1018737,129,129,129,129
mp-1018752,129,,,
mp-1018766,164,,,
mp-1018768,164,164,,
mp-1018806,38,,,
mp-1018807,194,,194,194
mp-1018809,194,,194,194
mp-1018818,129,,,
mp-1018888,10,10,,
mp-1018891,14,14,,
mp-1018941,129,,,
mp-1019086,113,,113,113
mp-1019089,129,129,,
mp-1019105,129,129,,
mp-1019258,194,194,,
mp-1019269,164,164,,
mp-1019322,194,,194,194
mp-1019323,156,,,
mp-1019377,14,,,
mp-1019378,215,,,
mp-1019379,215,,,
mp-1019380,215,,,
mp-1019381,62,,,
mp-1019508,215,,,
mp-1019509,5,,,
mp-1019510,45,,,
mp-1019512,14,14,,
mp-1019513,13,,,
mp-1019514,2,,,
mp-1019515,15,,,
mp-1019516,61,,,
mp-1019517,70,,,
mp-1019518,121,,,
mp-1019520,15,,,
mp-1019521,52,,,
mp-1019522,2,,,
mp-1019523,40,,,
mp-1019524,147,,,
mp-1019525,31,,,
mp-1019526,2,,,
mp-1019527,206,,,
mp-1019528,148,,,
mp-1019529,2,,,
mp-1019530,62,,,
mp-1019531,36,,,
mp-1019535,147,,,
mp-1019537,36,,,
mp-1019539,62,,,
mp-1019541,221,221,,
mp-1019542,14,,,
mp-1019543,14,,,
mp-1019544,140,,,
mp-1019545,148,,,
mp-1019546,11,,,
mp-1019547,147,,,
mp-1019548,19,,,
mp-1019549,15,,,
mp-1019550,33,,,
mp-1019551,164,,,
mp-1019554,14,,,
mp-1019555,148,,,
mp-1019557,15,,,
mp-1019558,164,,,
mp-1019559,14,,,
mp-1019560,19,,,
mp-1019561,164,,164,164
mp-1019562,164,,,
mp-1019563,186,186,,
mp-1019564,225,225,,
mp-1019565,230,,,
mp-1019566,5,,,
mp-1019568,1,,,
mp-1019569,32,,,
mp-1019570,60,,,
mp-1019572,1,,,
mp-1019573,1,,,
mp-1019575,27,,,
mp-1019576,14,,,
mp-1019578,12,,,
mp-1019579,88,,,
mp-1019580,14,,,
mp-1019581,14,,,
mp-1019583,14,,,
mp-1019584,13,,,
mp-1019586,5,,,
mp-1019587,9,,,
mp-1019589,21,,,
mp-1019591,15,,,
mp-1019592,13,,,
mp-1019593,15,,,
mp-1019595,21,,,
mp-1019596,125,,,
mp-1019600,15,,,
mp-1019601,115,115,,
mp-1019602,14,,,
mp-1019603,14,,,
mp-1019604,14,,,
mp-1019605,19,,,
mp-1019606,2,,,
mp-1019607,40,,,
mp-1019608,55,,,
mp-1019609,198,,,
mp-1019610,61,,,
mp-1019611,14,,,
mp-1019612,14,,,
mp-1019614,4,,,
mp-1019615,152,,,
mp-1019708,14,,,
mp-1019710,62,,,
mp-1019713,2,,,
mp-1019715,24,,,
mp-1019716,14,,,
mp-1019717,14,,,
mp-1019718,62,,,
mp-1019719,142,,,
mp-1019720,57,,,
mp-1019721,14,,,
mp-1019723,13,,,
mp-1019725,14,,,
mp-1019726,88,,,
mp-1019736,14,,,
mp-1019740,215,,,
mp-1019743,215,,,
mp-1019744,43,43,,
mp-1019745,15,,,
mp-1019746,2,,,
mp-1019747,2,,,
mp-1019774,15,,,
mp-1019775,147,,,
mp-1019777,14,,,
mp-1019778,64,,,
mp-1019779,162,,,
mp-1019781,15,,,
mp-1019782,14,,,
mp-1019783,14,,,
mp-1019784,62,,,
mp-1019785,14,,,
mp-1019786,14,,,
mp-1019787,15,,,
mp-1019789,73,,,
mp-1019791,9,,,
mp-1019793,11,,,
mp-1019794,20,,,
mp-1019796,194,,,
mp-1019797,76,,,
mp-1019802,12,,,
mp-1019803,14,,,
mp-1019804,130,,,
mp-1019805,9,,,
mp-1019806,11,,,
mp-1019808,4,,,
mp-1019809,31,,,
mp-1019888,139,,,
mp-1019889,19,,,
mp-1019891,33,,,
mp-1019892,13,,,
mp-1019893,100,,,
mp-1019894,14,,,
mp-1019895,62,,,
mp-1019896,12,,,
mp-1019897,62,,,
mp-1019898,141,,,
mp-1019967,19,,,
mp-1019968,14,,,
mp-1020011,147,,,
mp-1020012,29,,,
mp-1020013,62,,,
mp-1020014,14,,,
mp-1020015,2,,,
mp-1020016,12,,,
mp-1020018,14,,,
mp-1020019,36,,,
mp-1020022,2,,,
mp-1020023,33,,,
mp-1020024,14,,,
mp-1020025,62,,,
mp-1020026,2,,,
mp-1020027,14,,,
mp-1020030,14,,,
mp-1020031,14,,,
mp-1020056,15,,,
mp-1020057,14,,,
mp-1020059,36,,,
mp-1020060,19,,,
mp-1020106,7,,,
mp-1020107,88,,,
mp-1020108,12,,,
mp-1020109,62,,,
mp-1020110,2,,,
mp-1020112,36,,,
mp-1020114,55,,,
mp-1020115,7,,,
mp-1020117,7,,,
mp-1020118,29,,,
mp-1020122,2,,,
mp-1020123,13,,,
mp-1020124,14,,,
mp-1020125,29,,,
mp-1020141,5,,,
mp-1020142,154,,,
mp-1020144,1,,,
mp-1020145,19,,,
mp-1020146,11,,,
mp-1020147,198,,,
mp-1020159,19,,,
mp-1020160,61,,,
mp-1020161,230,,,
mp-1020162,33,,,
mp-1020163,64,,,
mp-1020164,20,,,
mp-1020179,2,,,
mp-1020180,14,,,
mp-1020578,221,221,,
mp-1020587,88,,,
mp-1020588,13,,,
mp-1020592,128,,,
mp-1020594,62,,,
mp-1020596,15,,,
mp-1020598,141,,,
mp-1020599,19,,,
mp-1020606,14,,,
mp-1020608,14,,,
mp-1020609,62,62,,
mp-1020610,61,61,,
mp-1020611,62,,,
mp-1020612,14,,,
mp-1020613,61,,,
mp-1020615,18,,,
mp-1020616,33,,,
mp-1020620,5,,,
mp-1020621,31,,,
mp-1020622,127,,,
mp-1020623,148,148,,
mp-1020624,33,,,
mp-1020626,167,,,
mp-1020627,2,,,
mp-1020628,15,15,,
mp-1020629,14,,,
mp-1020630,26,,,
mp-1020631,161,,,
mp-1020632,15,,,
mp-1020633,198,,,
mp-1020634,14,,,
mp-1020636,61,,,
mp-1020637,62,,,
mp-1020641,7,,,
mp-1020642,62,,,
mp-1020643,14,,,
mp-1020646,2,,,
mp-1020647,14,,,
mp-1020648,33,,,
mp-1020650,2,,,
mp-1020654,14,,,
mp-1020655,14,,,
mp-1020656,14,,,
mp-1020657,2,,,
mp-1020658,13,,,
mp-1020661,15,,,
mp-1020662,52,,,
mp-1020663,227,,,
mp-1020664,40,,,
mp-1020670,143,,,
mp-1020671,14,,,
mp-1020683,2,,,
mp-1020703,8,8,,
mp-1020704,14,,,
mp-1020705,64,,,
mp-1020706,2,2,,
mp-1020707,4,,,
mp-1020709,14,,,
mp-1020711,147,,,
mp-1020712,33,,,
mp-1020714,14,,,
mp-1020715,5,,,
mp-1020716,73,,,
mp-1020717,74,74,,
mp-1020721,14,14,,
mp-1020723,61,,,
mp-1020724,114,,,
mp-1020725,14,,,
mp-1020739,14,,,
mp-1020740,33,,,
mp-1020797,9,9,,
mp-1020896,9,,,
mp-1020947,14,,,
mp-1021330,147,,,
mp-1021505,204,,,
mp-1021508,204,,,
mp-1021509,204,,,
mp-1021512,204,,,
mp-1025315,121,121,,
mp-1025377,121,,,
mp-1025387,176,,,
mp-1025396,217,217,,
mp-1025397,198,,198,198
mp-1025421,176,,,
mp-1025467,121,,,
mp-1025522,11,,,
mp-1025549,217,217,,
mp-1056418,191,,191,191
mp-1056920,221,221,123,221
mp-1057015,160,,160,160
mp-1057017,225,,,
mp-1057286,225,225,225,225
mp-1060281,139,,,
mp-1061823,12,,,
mp-1062676,225,,,
mp-1062711,225,,,
mp-1062842,38,,,
mp-1063670,63,,,
mp-1064272,12,,,
mp-1064300,15,,,
mp-1064497,2,,,
mp-1064814,12,,,
mp-1064952,8,,,
mp-1064979,141,,,
mp-1065405,123,123,,
mp-1065514,166,,,
mp-1065577,194,194,194,194
mp-1066131,166,,,
mp-1066400,160,160,,
mp-1066781,36,,36,36
mp-1066791,166,,,
mp-1066872,5,,,
mp-1066989,65,194,194,194
mp-1067280,166,,,
mp-1067451,186,,,
mp-1067619,186,,,
mp-1067627,12,,,
mp-1067744,166,,,
mp-1067933,12,,,
mp-1068011,221,,,
mp-1068042,164,164,,
mp-1068320,160,,,
mp-1068340,160,160,,
mp-1068359,65,,,
mp-1068377,221,221,,
mp-1068577,221,221,,
mp-1068583,65,,,
mp-1068742,99,,,
mp-1068813,71,,,
mp-1068941,71,,71,71
mp-1068977,164,164,,
mp-1069055,12,,,
mp-1069079,99,,,
mp-1069533,71,,,
mp-1069538,221,221,,
mp-1069558,164,,,
mp-1069695,164,,,
mp-1069706,71,,71,71
mp-1069726,1,,,
mp-1069771,71,,,
mp-1069819,12,,,
mp-1070099,166,,,
mp-1070147,65,,,
mp-1070356,71,,,
mp-1070375,221,221,,
mp-1070456,160,,160,160
mp-1070498,71,,,
mp-1070599,221,221,,
mp-1070737,221,,,
mp-1070852,129,,,
mp-1070860,129,,,
mp-1071032,137,,,
mp-1071269,154,,154,154
mp-1071288,194,194,194,194
mp-1071319,152,152,,
mp-1071539,15,,15,15
mp-1071541,136,,,
mp-1071625,64,,64,64
mp-1071955,23,,,
mp-1071956,59,,,
mp-1072104,58,58,58,58
mp-1072114,166,,,
mp-1072193,166,,,
mp-1072208,166,,,
mp-1072399,216,216,216,216
mp-1072429,70,,70,70
mp-1072544,229,,229,229
mp-1072956,58,58,,
mp-1077021,194,,,
mp-1077078,9,9,,
mp-1077081,71,,,
mp-1077098,14,,,
mp-1077107,154,,154,154
mp-1077196,64,,,
mp-1077231,186,,,
mp-1077232,194,,,
mp-1077266,194,,,
mp-1077316,122,,122,122
mp-1077346,227,,,
mp-1077369,129,,,
mp-1077383,63,,,
mp-1077506,44,,,
mp-1077553,166,166,,
mp-1077595,36,,36,36
mp-1077811,36,36,,
mp-1077823,63,63,,
mp-1077840,166,,,
mp-1077866,174,174,,
mp-1077901,166,,,
mp-1077904,12,12,,
mp-1077906,64,,64,64
mp-1077942,12,,,
mp-1078002,121,,,
mp-1078049,111,,,
mp-1078085,123,123,,
mp-1078132,12,,,
mp-1078181,12,,,
mp-1078185,225,,,
mp-1078186,155,,,
mp-1078191,129,,,
mp-1078195,148,,,
mp-1078197,36,,,
mp-1078203,225,,,
mp-1078205,225,,,
mp-1078209,148,,,
mp-1078217,63,,,
mp-1078233,36,,,
mp-1078237,63,,,
mp-1078239,12,,,
mp-1078250,225,,,
mp-1078258,225,,,
mp-1078259,167,,,
mp-1078265,139,,,
mp-1078292,121,121,,
mp-1078295,148,,,
mp-1078298,65,,,
mp-1078300,167,,,
mp-1078318,162,,,
mp-1078328,129,,,
mp-1078336,63,,,
mp-1078353,225,,,
mp-1078366,129,,,
mp-1078377,148,,,
mp-1078379,12,,,
mp-1078391,148,,,
mp-1078392,12,,,
mp-1078394,148,,,
mp-1078397,129,,,
mp-1078398,11,,,
mp-1078405,12,,,
mp-1078409,12,,,
mp-1078410,225,,,
mp-1078415,186,,,
mp-1078419,217,,,
mp-1078431,129,,,
mp-1078443,12,,12,12
mp-1078452,176,,,
mp-1078456,15,,,
mp-1078468,10,,,
mp-1078469,122,,,
mp-1078470,161,,,
mp-1078473,2,,,
mp-1078487,74,,,
mp-1078498,121,,,
mp-1078500,62,62,62,225
mp-1078520,58,58,58,58
mp-1078535,164,,,
mp-1078539,87,,,
mp-1078541,12,,,
mp-1078542,129,,,
mp-1078551,2,,,
mp-1078552,225,225,,
mp-1078554,221,,,
mp-1078562,129,,,
mp-1078595,129,,,
mp-1078597,215,,,
mp-1078600,113,113,,
mp-1078601,225,,,
mp-1078615,12,,,
mp-1078621,140,140,,
mp-1078630,12,,,
mp-1078631,129,,,
mp-1078634,167,,,
mp-1078636,72,72,,
mp-1078643,221,,,
mp-1078644,36,,,
mp-1078646,139,,,
mp-1078664,139,139,,
mp-1078667,15,,15,15
mp-1078671,87,,,
mp-1078675,225,,,
mp-1078676,121,,,
mp-1078677,225,,,
mp-1078680,122,,,
mp-1078693,129,129,,
mp-1078696,11,,11,11
mp-1078709,63,63,,
mp-1078724,9,9,,
mp-1078725,225,225,,
mp-1078726,194,194,,
mp-1078743,2,,,
mp-1078746,225,225,,
mp-1078748,12,,,
mp-1078750,2,2,,
mp-1078751,36,,36,36
mp-1078776,11,,,
mp-1078780,215,215,,
mp-1078799,148,148,,
mp-1078801,59,,62,225
mp-1078823,21,21,,
mp-1078834,148,148,,
mp-1078836,63,,,
mp-1078845,65,,65,65
mp-1078849,194,194,194,194
mp-1078861,12,,,
mp-1078871,161,,,
mp-1078877,6,,,
mp-1078906,148,,,
mp-1078908,36,36,36,36
mp-1078914,119,,,
mp-1078915,221,221,,
mp-1078918,82,,,
mp-1078930,87,,,
mp-1078932,36,,,
mp-1078933,161,161,,
mp-1078941,189,,,
mp-1078944,28,,28,28
mp-1078965,63,,,
mp-1078971,12,,,
mp-1078973,194,194,,
mp-1078990,194,194,,
mp-1078995,12,,,
mp-1078998,10,,,
mp-1078999,166,166,,
mp-1079021,63,,,
mp-1079029,167,167,167,167
mp-1079034,215,,,
mp-1079041,12,,,
mp-1079049,1,,,
mp-1079050,11,,,
mp-1079056,99,,,
mp-1079069,139,139,,
mp-1079080,123,123,,
mp-1079088,148,,,
mp-1079096,225,,,
mp-1079101,38,,,
mp-1079113,148,,,
mp-1079130,72,72,,
mp-1079149,72,72,,
mp-1079159,12,,,
mp-1079172,62,62,62,62
mp-1079181,148,148,,
mp-1079196,26,,,
mp-1079201,8,,,
mp-1079207,189,,,
mp-1079228,215,,,
mp-1079232,139,139,,
mp-1079248,221,,,
mp-1079260,187,,187,187
mp-1079264,12,,,
mp-1079283,166,166,,
mp-1079290,11,,,
mp-1079297,12,12,12,12
mp-1079320,129,,,
mp-1079321,109,,,
mp-1079339,139,,,
mp-1079364,164,,,
mp-1079416,99,,,
mp-1079418,113,,,
mp-1079426,121,,,
mp-1079429,109,109,,
mp-1079436,225,,,
mp-1079450,12,,,
mp-1079458,225,225,,
mp-1079477,225,,,
mp-1079481,164,,,
mp-1079483,148,148,,
mp-1079487,2,,,
mp-1079491,82,,,
mp-1079513,63,63,,
mp-1079517,225,,,
mp-1079538,12,12,,
mp-1079543,38,,38,38
mp-1079559,148,148,148,148
mp-1079574,62,62,,
mp-1079583,225,,,
mp-1079594,215,215,,
mp-1079600,36,36,36,36
mp-1079603,129,,,
mp-1079612,199,,,
mp-1079615,225,225,,
mp-1079620,4,1,,
mp-1079627,166,166,,
mp-1079629,58,58,,
mp-1079630,225,225,,
mp-1079645,121,,,
mp-1079647,129,,,
mp-1079656,109,,,
mp-1079663,2,,,
mp-1079666,36,36,,
mp-1079670,12,14,,
mp-1079673,11,,,
mp-1079676,5,5,,
mp-1079680,113,113,,
mp-1079684,15,,,
mp-1079694,62,,,
mp-1079705,225,,,
mp-1079707,64,,,
mp-1079708,59,,,
mp-1079714,122,,,
mp-1079718,69,,,
mp-1079724,2,,,
mp-1079726,194,,,
mp-1079752,148,,,
mp-1079758,11,,,
mp-1079772,194,194,194,194
mp-1079778,87,,,
mp-1079786,11,,14,14
mp-1079788,221,221,,
mp-1079820,148,,,
mp-1079836,6,,,
mp-1079839,2,,2,2
mp-1079847,194,,,
mp-1079864,2,,,
mp-1079871,225,225,,
mp-1079878,225,,,
mp-1079882,221,221,,
mp-1079885,15,,,
mp-1079889,121,,,
mp-1079891,72,72,72,72
mp-1079896,225,225,225,225
mp-1079898,12,,,
mp-1079918,2,,,
mp-1079926,225,,,
mp-1079935,167,167,,
mp-1079940,221,221,,
mp-1079971,87,,,
mp-1080000,63,,,
mp-1080005,8,8,,
mp-1080017,225,,,
mp-1080028,87,,,
mp-1080041,225,225,,
mp-1080045,12,12,,
mp-1080058,161,,,
mp-1080060,74,74,,
mp-1080076,189,,,
mp-1080080,140,140,,
mp-1080096,65,,,
mp-1080131,121,,,
mp-1080135,129,,,
mp-1080140,12,,,
mp-1080184,12,,,
mp-1080284,61,,,
mp-1080428,12,,,
mp-1080438,129,,,
mp-1080439,14,,14,14
mp-1080459,62,62,62,62
mp-1080467,166,,,
mp-1080506,225,,,
mp-1080507,87,,,
mp-1080511,12,,,
mp-1080534,12,12,,
mp-1080538,139,,,
mp-1080575,74,,,
mp-1080587,11,,,
mp-1080609,31,,,
mp-1080610,2,,,
mp-1080614,63,,,
mp-1080625,87,,,
mp-1080650,129,,,
mp-1080659,198,198,,
mp-1080677,15,,,
mp-1080679,148,148,,
mp-1080691,121,,,
mp-1080693,63,,,
mp-1080719,87,87,,
mp-1080730,225,225,,
mp-1080747,186,,,
mp-1080749,227,,227,227
mp-1080753,225,,,
mp-1080771,200,,,
mp-1080777,139,,,
mp-1080792,11,,,
mp-1080812,148,2,,
mp-1080821,11,,,
mp-1080826,12,,12,12
mp-1080842,225,225,,
mp-1084760,11,,,
mp-1084762,225,,,
mp-1084770,63,63,,
mp-1084771,224,,224,224
mp-1084778,123,,,
mp-1084785,227,,,
mp-1084796,215,215,,
mp-1084823,12,,,
mp-1084840,8,,,
mp-1086652,129,,,
mp-1086666,87,,,
mp-1087215,225,,,
mp-1087486,11,,11,11
mp-1087504,166,166,,
mp-1087509,14,,,
mp-1087524,9,,,
mp-1087532,194,194,,
mp-1087540,121,,121,121
mp-1091363,164,,,
mp-1091371,160,160,160,160
mp-1091375,62,,62,62
mp-1091384,217,217,,
mp-1091394,225,,,
mp-1091399,92,,,
mp-1091416,129,,,
mp-1092268,31,,,
mp-1093989,221,,,
mp-1095026,109,109,,
mp-1095055,1,,,
mp-1095064,5,,,
mp-1095079,225,225,,
mp-1095110,87,,,
mp-1095139,9,,,
mp-1095151,129,,,
mp-1095167,225,,,
mp-1095172,194,194,,
mp-1095176,221,,,
mp-1095180,36,36,,
mp-1095181,36,,,
mp-1095185,225,,,
mp-1095215,12,,,
mp-1095216,88,,,
mp-1095223,62,,,
mp-1095229,88,,,
mp-1095230,88,,,
mp-1095234,88,15,,
mp-1095255,44,,,
mp-1095258,36,,,
mp-1095265,62,,,
mp-1095269,63,,,
mp-1095270,12,,,
mp-1095273,63,,,
mp-1095274,62,,,
mp-1095275,12,,12,12
mp-1095278,63,,,
mp-1095280,59,,,
mp-1095283,15,,,
mp-1095287,5,,,
mp-1095289,62,,,
mp-1095291,9,,,
mp-1095292,62,,,
mp-1095294,14,,,
mp-1095296,12,,,
mp-1095302,12,,,
mp-1095303,12,,,
mp-1095309,88,,,
mp-1095315,141,,,
mp-1095337,88,,,
mp-1095339,88,,,
mp-1095367,1,,,
mp-1095371,62,,,
mp-1095372,12,,,
mp-1095378,15,,,
mp-1095397,227,,,
mp-1095403,63,,,
mp-1095411,121,,,
mp-1095420,13,,,
mp-1095429,11,,,
mp-1095437,11,,,
mp-1095440,205,205,205,205
mp-1095453,88,88,,
mp-1095454,88,,,
mp-1095467,12,,,
mp-1095479,14,14,,
mp-1095481,63,63,,
