material_id,MP_sg,OQMD_sg,AFLOW_sg_orig,AFLOW_sg_relax
mp-5328,12,12,12,12
mp-5331,152,152,,
mp-5338,61,61,,
mp-5339,129,129,129,129
mp-5342,122,122,,
mp-5347,123,123,,
mp-5348,167,167,,
mp-5350,82,,,
mp-5363,33,33,,
mp-5367,14,14,,
mp-5368,150,150,,
mp-5370,15,15,,
mp-5373,227,227,,
mp-5377,13,13,,
mp-5380,139,139,,
mp-5387,15,15,,
mp-5388,135,135,,
mp-5391,74,74,,
mp-5392,74,,,
mp-5394,129,129,,
mp-5401,14,,,
mp-5403,64,64,,
mp-5409,14,,,
mp-5414,15,2,,
mp-5416,14,14,,
mp-5418,15,15,,
mp-5425,131,131,,
mp-5427,12,12,,
mp-5431,11,11,,
mp-5440,61,,,
mp-5444,230,,,
mp-5448,63,63,,
mp-5449,12,,,
mp-5450,15,15,,
mp-5455,14,14,,
mp-5459,139,139,,
mp-5461,121,121,,
mp-5468,71,71,,
mp-5470,12,12,,
mp-5472,227,227,,
mp-5475,166,166,,
mp-5476,64,64,,
mp-5477,15,15,15,15
mp-5478,225,225,,
mp-5479,123,,,
mp-5487,130,140,,
mp-5488,141,141,,
mp-5489,13,13,,
mp-5492,173,173,,
mp-5503,15,15,,
mp-5504,62,62,,
mp-5511,15,,,
mp-5512,51,,,
mp-5513,217,217,,
mp-5515,218,,218,218
mp-5516,60,,,
mp-5518,122,122,,
mp-5525,61,,,
mp-5532,139,139,,
mp-5537,57,,,
mp-5540,31,31,,
mp-5546,31,31,31,31
mp-5547,2,2,,
mp-5548,227,227,,
mp-5558,88,,,
mp-5560,58,58,,
mp-5563,14,,14,14
mp-5572,2,,,
mp-5575,15,15,,
mp-5581,9,,,
mp-5586,15,15,,
mp-5587,62,62,,
mp-5588,166,166,,
mp-5594,12,12,,
mp-5598,164,164,,
mp-5606,123,123,,
mp-5611,57,57,,
mp-5614,62,62,,
mp-5615,189,189,,
mp-5616,62,,,
mp-5618,12,12,,
mp-5621,215,215,,
mp-5625,70,70,,
mp-5626,198,198,198,198
mp-5632,141,141,,
mp-5634,166,166,,
mp-5637,62,,,
mp-5639,227,227,,
mp-5652,12,12,,
mp-5663,221,,221,221
mp-5679,31,31,,
mp-5680,14,,,
mp-5690,62,62,,
mp-5692,62,62,,
mp-5693,166,166,,
mp-5694,166,166,,
mp-5704,62,62,,
mp-5706,14,14,,
mp-5707,4,,,
mp-5709,173,173,,
mp-5710,214,214,,
mp-5724,4,4,,
mp-5725,141,141,,
mp-5730,161,,,
mp-5732,14,,,
mp-5733,14,,,
mp-5737,14,,,
mp-5746,60,60,,
mp-5760,129,129,,
mp-5767,141,141,,
mp-5769,13,13,,
mp-5770,44,44,44,44
mp-5777,38,221,,
mp-5782,122,122,,
mp-5784,36,36,,
mp-5788,62,62,,
mp-5794,227,227,,
mp-5795,164,164,164,164
mp-5798,166,,160,166
mp-5800,230,,,
mp-5803,62,62,,
mp-5808,166,166,,
mp-5811,221,221,,
mp-5813,12,12,,
mp-5818,14,14,,
mp-5824,14,14,14,2
mp-5827,221,221,,
mp-5830,198,198,,
mp-5832,60,,,
mp-5834,61,,,
mp-5836,141,141,,
mp-5837,62,62,,
mp-5838,62,62,,
mp-5840,141,141,,
mp-5841,123,123,,
mp-5843,20,20,,
mp-5853,36,36,,
mp-5854,33,33,,
mp-5857,62,62,,
mp-5858,148,148,,
mp-5859,184,,,
mp-5860,139,139,,
mp-5862,160,160,160,160
mp-5864,12,,,
mp-5874,62,62,,
mp-5878,221,221,,
mp-5881,61,61,,
mp-5884,141,141,,
mp-5889,227,227,,
mp-5893,221,221,,
mp-5899,167,167,,
mp-5900,62,,,
mp-5905,62,62,,
mp-5909,148,,,
mp-5913,14,,,
mp-5914,141,141,,
mp-5915,62,62,,
mp-5924,148,148,,
mp-5926,62,62,,
mp-5928,82,82,82,82
mp-5929,14,14,,
mp-5933,194,20,,
mp-5942,14,14,,
mp-5945,2,,,
mp-5955,225,225,,
mp-5960,14,,,
mp-5962,129,129,,
mp-5965,230,,,
mp-5966,55,55,,
mp-5967,216,,,
mp-5970,62,62,62,62
mp-5974,76,,,
mp-5977,227,227,,
mp-5985,13,13,,
mp-5986,99,99,,
mp-5990,122,122,,
mp-5996,60,,,
mp-5997,11,,,
mp-5999,139,139,,
mp-6000,139,139,,
mp-6008,230,,,
mp-6011,13,13,,
mp-6013,40,40,,
mp-6015,29,29,,
mp-6016,14,,,
mp-6017,12,11,,
mp-6019,14,14,,
mp-6023,147,147,,
mp-6026,148,148,,
mp-6030,192,,,
mp-6031,148,148,,
mp-6032,62,,,
mp-6037,225,225,,
mp-6040,154,,,
mp-6044,120,,,
mp-6046,165,,,
mp-6050,15,15,,
mp-6051,227,227,,
mp-6054,87,,,
mp-6055,57,57,,
mp-6057,33,33,,
mp-6058,225,225,,
mp-6059,225,225,,
mp-6062,155,155,,
mp-6064,167,167,,
mp-6065,225,225,,
mp-6066,15,15,,
mp-6067,198,,,
mp-6068,14,14,,
mp-6070,63,63,63,63
mp-6073,230,,,
mp-6075,11,11,,
mp-6076,8,8,,
mp-6081,100,100,,
mp-6088,129,129,,
mp-6089,14,,,
mp-6090,14,14,,
mp-6091,14,,,
mp-6094,113,113,,
mp-6095,14,,,
mp-6096,14,,,
mp-6097,2,2,,
mp-6099,14,14,,
mp-6101,189,,,
mp-6105,58,,,
mp-6109,14,,,
mp-6110,225,225,,
mp-6112,194,194,,
mp-6113,62,62,,
mp-6115,198,,,
mp-6118,14,,,
mp-6119,139,139,,
mp-6120,142,,,
mp-6121,62,62,,
mp-6122,148,148,,
mp-6124,15,15,,
mp-6125,167,167,,
mp-6126,174,174,,
mp-6127,130,,,
mp-6130,62,,,
mp-6134,163,163,,
mp-6137,217,217,,
mp-6138,129,129,,
mp-6144,139,139,,
mp-6146,91,91,,
mp-6150,167,,,
mp-6153,230,230,,
mp-6160,62,62,,
mp-6163,166,,,
mp-6164,11,,,
mp-6166,129,129,,
mp-6167,12,12,,
mp-6168,14,,,
mp-6169,189,,,
mp-6172,230,,,
mp-6174,66,66,,
mp-6175,15,,,
mp-6179,173,173,,
mp-6181,40,40,,
mp-6182,63,63,,
mp-6183,12,,,
mp-6185,194,194,,
mp-6186,230,,,
mp-6189,130,,,
mp-6192,225,225,,
mp-6194,15,,,
mp-6198,15,,,
mp-6200,12,14,,
mp-6204,225,225,,
mp-6208,113,113,,
mp-6211,14,14,,
mp-6213,230,,,
mp-6215,9,9,,
mp-6217,15,,,
mp-6219,14,14,,
mp-6224,62,62,,
mp-6226,161,,,
mp-6227,113,113,,
mp-6228,129,129,,
mp-6231,225,225,,
mp-6233,167,,,
mp-6236,29,,,
mp-6238,12,12,,
mp-6239,230,,,
mp-6240,15,,,
mp-6241,14,14,,
mp-6244,62,62,,
mp-6245,14,,,
mp-6246,60,60,,
mp-6247,230,230,,
mp-6248,15,15,,
mp-6249,33,,,
mp-6250,62,62,,
mp-6252,87,,,
mp-6253,173,,,
mp-6254,87,,,
mp-6255,230,,,
mp-6257,31,31,,
mp-6259,139,139,,
mp-6265,225,225,,
mp-6267,152,152,,
mp-6268,33,,,
mp-6270,225,225,,
mp-6273,229,229,,
mp-6274,230,,,
mp-6276,198,,,
mp-6278,2,,,
mp-6280,62,,,
mp-6281,167,,,
mp-6285,11,,,
mp-6287,146,146,,
mp-6289,100,,,
mp-6290,14,,,
mp-6296,160,160,,
mp-6299,198,,,
mp-6300,14,14,,
mp-6304,87,87,,
mp-6310,185,,,
mp-6316,141,,,
mp-6318,9,9,,
mp-6319,74,74,,
mp-6325,164,164,,
mp-6326,181,,,
mp-6327,181,181,,
mp-6330,167,167,,
mp-6331,14,,,
mp-6332,129,129,,
mp-6333,15,15,,
mp-6336,14,,,
mp-6340,15,15,,
mp-6342,167,,,
mp-6353,14,,,
mp-6356,31,31,,
mp-6358,14,14,,
mp-6361,167,167,,
mp-6368,62,62,,
mp-6372,198,,,
mp-6373,14,,,
mp-6376,40,40,,
mp-6383,62,,,
mp-6384,11,11,,
mp-6386,29,,,
mp-6388,8,8,,
mp-6389,14,14,,
mp-6390,29,,,
mp-6391,7,7,,
mp-6392,14,,,
mp-6394,33,,,
mp-6396,14,,,
mp-6397,15,15,,
mp-6402,7,7,,
mp-6404,205,,,
mp-6406,7,,,
mp-6407,61,,,
mp-6408,121,121,,
mp-6413,15,15,,
mp-6414,230,,,
mp-6416,87,,,
mp-6419,62,,,
mp-6424,227,227,,
mp-6425,148,148,,
mp-6426,33,33,,
mp-6428,225,225,,
mp-6433,4,4,,
mp-6434,33,33,,
mp-6440,15,15,,
mp-6441,62,62,,
mp-6442,13,13,,
mp-6446,62,,,
mp-6449,31,31,,
mp-6450,72,72,,
mp-6452,62,62,,
mp-6453,55,,,
mp-6455,2,2,,
mp-6456,62,62,,
mp-6457,14,14,,
mp-6459,148,,,
mp-6467,15,,,
mp-6468,140,140,,
mp-6473,176,,,
mp-6474,164,164,164,164
mp-6475,167,167,,
mp-6476,161,161,,
mp-6478,15,15,,
mp-6479,15,15,,
mp-6480,230,,,
mp-6481,4,4,,
mp-6485,173,4,,
mp-6486,152,152,,
mp-6488,33,,,
mp-6491,136,,,
mp-6492,225,,,
mp-6493,62,62,,
mp-6494,166,,,
mp-6495,62,62,,
mp-6499,14,,,
mp-6500,14,14,,
mp-6501,62,62,,
mp-6504,166,166,,
mp-6507,40,40,,
mp-6509,140,,,
mp-6511,57,57,,
mp-6514,129,129,,
mp-6521,129,129,,
mp-6524,155,,,
mp-6525,148,148,,
mp-6526,15,15,,
mp-6527,230,230,,
mp-6528,166,166,,
mp-6531,198,,,
mp-6532,2,,,
mp-6535,15,,,
mp-6537,14,,14,14
mp-6539,33,,,
mp-6548,139,139,,
mp-6551,230,,,
mp-6553,15,,,
mp-6557,62,62,,
mp-6560,11,11,,
mp-6564,113,113,,
mp-6565,14,,,
mp-6566,173,,,
mp-6567,15,,,
mp-6569,62,,,
mp-6571,14,,,
mp-6573,162,,,
mp-6574,164,164,,
mp-6575,230,,,
mp-6578,73,,,
mp-6585,14,,,
mp-6586,225,225,,
mp-6591,163,163,,
mp-6592,14,,,
mp-6596,14,14,,
mp-6597,62,62,,
mp-6598,9,,,
mp-6599,40,40,,
mp-6600,176,176,,
mp-6604,14,14,,
mp-6606,186,186,,
mp-6607,62,,,
mp-6610,161,161,,
mp-6613,225,225,,
mp-6615,62,62,,
mp-6622,63,63,,
mp-6623,198,,,
mp-6625,129,129,,
mp-6628,146,146,,
mp-6632,8,8,,
mp-6633,62,62,,
mp-6637,14,,,
mp-6639,33,,,
mp-6643,62,62,,
mp-6644,14,14,,
mp-6647,63,63,,
mp-6648,19,,,
mp-6651,62,,,
mp-6652,13,13,,
mp-6653,225,225,225,225
mp-6654,164,164,,
mp-6655,113,113,,
mp-6660,12,12,,
mp-6661,188,,,
mp-6663,29,,,
mp-6665,13,,,
mp-6667,152,152,,
mp-6668,62,62,,
mp-6669,176,,,
mp-6670,230,,,
mp-6671,141,,,
mp-6672,230,,,
mp-6674,14,14,,
mp-6675,43,9,,
mp-6678,15,15,,
mp-6680,123,,,
mp-6684,62,,,
mp-6686,225,225,,
mp-6687,225,225,,
mp-6692,148,148,,
mp-6693,15,15,,
mp-6694,176,176,,
mp-6695,2,2,,
mp-6698,15,,,
mp-6699,19,,,
mp-6700,230,,,
mp-6702,114,,,
mp-6704,127,127,,
mp-6706,33,,,
mp-6708,7,7,,
mp-6709,186,,,
mp-6711,230,230,,
mp-6712,62,,,
mp-6721,167,,,
mp-6724,19,,,
mp-6726,14,14,,
mp-6730,167,167,,
mp-6738,176,,,
mp-6741,14,,,
mp-6744,14,,,
mp-6745,15,,,
mp-6748,9,,,
mp-6753,14,,,
mp-6755,161,,,
mp-6757,141,,,
mp-6758,14,,,
mp-6759,15,,,
mp-6760,189,,,
mp-6761,167,167,,
mp-6763,2,,,
mp-6764,60,60,,
mp-6765,33,33,,
mp-6766,15,15,,
mp-6772,14,,,
mp-6775,2,,,
mp-6781,11,11,11,11
mp-6782,146,146,,
mp-6783,159,159,,
mp-6785,88,,,
mp-6787,19,19,,
mp-6788,150,5,,
mp-6793,140,140,,
mp-6795,87,,,
mp-6796,14,,,
mp-6798,225,225,,
mp-6799,229,229,,
mp-6800,159,159,,
mp-6802,14,14,,
mp-6803,33,,,
mp-6805,33,,,
mp-6809,15,15,,
mp-6810,176,,,
mp-6812,62,62,,
mp-6813,161,,,
mp-6814,148,148,148,148
mp-6815,14,14,,
mp-6822,15,15,,
mp-6824,15,15,,
mp-6825,14,,,
mp-6838,64,,,
mp-6841,121,121,,
mp-6844,192,,,
mp-6853,150,150,,
mp-6855,162,12,,
mp-6856,218,,,
mp-6858,4,4,,
mp-6860,198,,,
mp-6867,187,,,
mp-6870,155,155,,
mp-6872,194,194,,
mp-6873,15,15,,
mp-6875,45,,,
mp-6880,128,,,
mp-6884,225,,,
mp-6891,128,,,
mp-6892,203,,,
mp-6896,14,14,,
mp-6899,14,14,,
mp-6902,60,,,
mp-6903,4,,,
mp-6913,194,194,,
mp-6920,160,160,160,160
mp-6922,180,180,,
mp-6929,12,12,,
mp-6930,154,154,,
mp-6941,113,113,,
mp-6942,227,227,,
mp-6943,8,8,,
mp-6945,92,92,,
mp-6947,136,136,,
mp-6948,129,129,129,129
mp-6949,167,167,,
mp-6951,221,,,
mp-6952,221,,,
mp-6955,29,,,
mp-6960,72,72,,
mp-6964,141,141,,
mp-6968,225,,,
mp-6972,166,166,,
mp-6973,129,129,129,129
mp-6977,194,,194,194
mp-6978,166,166,,
mp-6980,156,156,,
mp-6983,139,,,
mp-6984,72,72,,
mp-6987,66,66,,
mp-6989,11,,,
mp-6995,194,,,
mp-6999,2,2,,
mp-7000,152,152,,
mp-7008,163,163,,
mp-7012,14,14,,
mp-7013,113,113,,
mp-7017,166,166,,
mp-7018,57,57,,
mp-7020,14,,,
mp-7027,167,167,,
mp-7028,12,14,,
mp-7029,96,96,,
mp-7035,15,15,,
mp-7038,164,,,
mp-7041,166,166,166,166
mp-7045,166,166,,
mp-7046,166,166,,
mp-7048,12,12,12,12
mp-7049,63,63,,
mp-7050,63,63,,
mp-7060,129,129,,
mp-7061,129,129,,
mp-7064,12,12,,
mp-7067,164,164,,
mp-7074,15,15,,
mp-7077,63,63,,
mp-7079,5,5,,
mp-7084,62,62,,
mp-7087,194,194,,
mp-7089,129,129,,
mp-7090,129,129,,
mp-7094,88,88,,
mp-7100,129,129,,
mp-7104,221,,,
mp-7117,33,33,,
mp-7118,2,2,,
mp-7123,4,4,,
mp-7128,162,162,,
mp-7129,132,132,,
mp-7137,62,62,,
mp-7139,205,,205,205
mp-7140,186,186,,
mp-7147,5,5,,
mp-7148,139,139,,
mp-7152,63,63,,
mp-7155,63,63,,
mp-7173,216,216,,
mp-7176,166,166,,
mp-7181,123,123,,
mp-7188,139,139,139,139
mp-7191,176,176,,
mp-7193,12,12,,
mp-7198,14,14,,
mp-7199,125,125,,
mp-7204,186,186,,
mp-7205,62,62,,
mp-7206,88,88,,
mp-7210,2,2,,
mp-7211,63,63,,
mp-7212,63,63,,
mp-7214,61,,,
mp-7219,12,12,,
mp-7220,173,173,,
mp-7223,221,221,,
mp-7232,139,,139,139
mp-7233,164,,,
mp-7238,62,62,,
mp-7249,164,,,
mp-7251,225,225,,
mp-7258,2,2,,
mp-7260,11,11,11,11
mp-7262,14,14,,
mp-7264,20,20,,
mp-7277,2,2,,
mp-7280,60,60,60,60
mp-7288,194,194,,
mp-7289,62,62,62,62
mp-7290,36,36,36,36
mp-7293,15,15,15,15
mp-7297,164,,,
mp-7305,4,4,,
mp-7310,67,67,,
mp-7324,33,33,,
mp-7331,225,,,
mp-7337,155,155,,
mp-7339,19,,,
mp-7355,55,,,
mp-7367,14,,14,14
mp-7368,62,62,62,62
mp-7372,61,61,,
mp-7373,61,61,,
mp-7374,141,,141,141
mp-7375,160,,160,160
mp-7380,127,,,
mp-7384,62,62,,
mp-7385,166,166,,
mp-7386,140,140,,
mp-7387,140,140,,
mp-7388,140,140,,
mp-7392,63,63,,
mp-7394,121,121,,
mp-7404,13,13,,
mp-7405,62,62,,
mp-7421,194,194,,
mp-7423,14,,,
mp-7427,62,62,,
mp-7430,164,164,164,164
mp-7434,129,129,,
mp-7435,194,194,,
mp-7436,194,194,,
mp-7437,194,194,,
mp-7438,194,194,,
mp-7439,166,166,,
mp-7440,19,19,19,19
mp-7441,19,19,19,19
mp-7444,19,19,19,19
mp-7446,36,,36,36
mp-7447,36,36,36,36
mp-7449,36,36,,
mp-7456,19,19,,
mp-7457,92,92,,
mp-7461,13,13,,
mp-7462,13,13,,
mp-7467,63,63,,
mp-7469,139,,,
mp-7470,139,87,,
mp-7471,136,136,,
mp-7472,63,63,,
mp-7475,62,62,62,62
mp-7476,166,166,,
mp-7477,166,166,,
mp-7478,166,166,,
mp-7480,166,166,,
mp-7482,221,221,,
mp-7483,221,221,,
mp-7487,129,129,129,129
mp-7489,148,,,
mp-7492,11,11,,
mp-7494,12,12,,
mp-7499,15,15,,
mp-7500,2,2,,
mp-7502,166,166,,
mp-7505,63,63,63,63
mp-7523,139,139,,
mp-7531,217,,,
mp-7534,14,14,,
mp-7535,59,59,,
mp-7538,62,62,,
mp-7547,15,15,15,15
mp-7548,113,113,113,113
mp-7560,167,167,,
mp-7562,217,217,,
mp-7566,63,63,,
mp-7569,166,166,,
mp-7572,63,63,,
mp-7575,216,216,,
mp-7580,199,199,,
mp-7582,122,122,122,122
mp-7583,122,122,,
mp-7588,88,,88,88
mp-7589,141,141,,
mp-7593,15,15,,
mp-7594,15,15,,
mp-7595,19,19,,
mp-7596,14,14,,
mp-7599,136,136,136,136
mp-7603,136,136,,
mp-7604,221,221,,
mp-7607,167,167,,
mp-7608,71,71,,
mp-7609,62,62,,
mp-7610,121,121,,
mp-7611,121,,,
mp-7614,33,,,
mp-7615,139,139,,
mp-7617,139,139,,
mp-7618,139,139,,
mp-7621,88,,,
mp-7622,2,,,
mp-7623,92,92,,
mp-7624,14,14,,
mp-7631,186,186,,
mp-7638,15,15,,
mp-7639,63,63,,
mp-7640,227,227,,
mp-7642,63,,,
mp-7644,141,141,,
mp-7645,164,,,
mp-7648,20,20,,
mp-7650,194,194,,
mp-7651,14,14,,
mp-7652,61,,,
mp-7656,61,,,
mp-7657,12,12,12,12
mp-7667,36,,36,36
mp-7670,36,36,36,36
mp-7680,69,,,
mp-7684,160,160,,
mp-7688,31,31,,
mp-7691,55,55,,
mp-7693,12,12,,
mp-7700,221,221,,
mp-7703,13,13,,
mp-7709,60,60,,
mp-7714,87,87,,
mp-7716,164,164,164,164
mp-7719,11,11,,
mp-7723,123,123,,
mp-7724,139,69,,
mp-7725,139,139,,
mp-7726,139,139,,
mp-7738,194,194,,
mp-7739,139,139,,
mp-7744,12,12,,
mp-7748,166,166,,
mp-7752,221,221,,
mp-7756,62,62,,
mp-7762,2,2,2,2
mp-7765,140,140,,
mp-7768,164,,,
mp-7769,164,164,,
mp-7770,164,,,
mp-7771,164,,,
mp-7773,63,63,,
mp-7774,63,,,
mp-7781,62,62,,
mp-7784,11,11,,
mp-7786,164,164,164,164
mp-7787,198,198,,
mp-7791,136,136,,
mp-7798,33,33,,
mp-7800,14,14,,
mp-7801,122,,122,122
mp-7808,12,12,12,12
mp-7811,216,216,,
mp-7812,92,92,92,92
mp-7824,164,164,,
mp-7825,164,164,,
mp-7826,152,152,152,152
mp-7827,14,14,,
mp-7831,227,227,,
mp-7841,66,66,66,66
mp-7844,224,,,
mp-7846,224,,,
mp-7848,82,82,,
mp-7849,82,82,82,82
mp-7853,164,,,
mp-7858,74,,,
mp-7863,166,,,
mp-7868,186,186,,
mp-7885,156,,,
mp-7886,225,,,
mp-7895,71,71,,
mp-7896,71,71,,
mp-7897,194,194,194,194
mp-7899,62,,,
mp-7903,164,164,,
mp-7904,14,14,14,14
mp-7905,72,,,
mp-7906,82,82,82,82
mp-7907,82,82,,
mp-7908,82,82,,
mp-7909,82,82,82,82
mp-7910,82,82,82,82
mp-7911,139,139,,
mp-7913,33,33,,
mp-7914,166,,,
mp-7921,148,148,,
mp-7922,148,,,
mp-7928,71,71,71,71
mp-7929,71,71,,
mp-7931,189,189,,
mp-7936,194,194,194,194
mp-7937,194,194,194,194
mp-7938,194,194,194,194
mp-7939,194,194,194,194
mp-7940,194,194,194,194
mp-7941,148,148,,
mp-7943,14,14,,
mp-7944,14,14,14,14
mp-7949,164,164,,
mp-7950,129,129,,
mp-7951,62,62,,
mp-7954,191,189,150,65
mp-7955,194,194,194,194
mp-7956,194,194,194,194
mp-7958,166,166,166,166
mp-7959,166,166,,
mp-7964,194,194,,
mp-7971,229,229,,
mp-7972,166,166,,
mp-7973,166,166,,
mp-7976,166,166,,
mp-7977,194,194,,
mp-7979,164,164,,
mp-7980,164,164,,
mp-7982,55,55,,
mp-7983,139,139,,
mp-7984,148,148,,
mp-7986,221,221,,
mp-7988,166,166,166,166
mp-7991,194,194,194,194
mp-7995,62,62,,
mp-7999,14,14,,
mp-8000,148,148,,
mp-8001,166,166,,
mp-8002,166,166,,
mp-8007,161,161,,
mp-8013,166,166,,
mp-8014,166,166,,
mp-8015,166,166,,
mp-8016,122,122,122,122
mp-8017,122,122,122,122
mp-8037,221,221,,
mp-8039,221,,221,221
mp-8041,225,225,225,225
mp-8042,88,88,,
mp-8054,15,15,,
mp-8056,56,56,,
mp-8058,141,141,,
mp-8059,198,,,
mp-8062,216,216,,
mp-8065,12,12,,
mp-8070,7,7,,
mp-8075,186,186,,
mp-8076,217,217,,
mp-8081,136,136,,
mp-8084,38,38,,
mp-8085,224,224,224,224
mp-8086,14,14,,
mp-8098,194,194,,
mp-8109,31,31,,
mp-8110,167,,167,167
mp-8111,166,166,,
mp-8116,176,176,176,176
mp-8117,176,176,,
mp-8127,166,166,,
mp-8128,141,141,141,141
mp-8129,12,12,,
mp-8130,62,62,,
mp-8133,180,180,,
mp-8134,164,164,,
mp-8136,129,129,,
mp-8140,62,62,,
mp-8145,166,166,,
mp-8147,63,63,,
mp-8153,63,63,,
mp-8154,36,36,,
mp-8161,140,140,,
mp-8175,166,166,,
mp-8176,166,166,,
mp-8177,225,225,,
mp-8179,141,141,,
mp-8180,167,,167,167
mp-8181,164,,,
mp-8184,7,7,,
mp-8187,72,72,,
mp-8188,166,166,,
mp-8190,2,2,,
mp-8191,164,164,,
mp-8192,164,164,,
mp-8194,14,14,14,14
mp-8195,14,14,,
mp-8196,160,160,160,160
mp-8198,14,,,
mp-8200,14,14,14,14
mp-8201,127,127,,
mp-8202,127,127,,
mp-8203,84,84,,
mp-8204,74,,,
mp-8207,65,65,,
mp-8208,65,65,,
mp-8211,166,166,166,166
mp-8212,65,65,,
mp-8216,62,62,,
mp-8217,225,,,
mp-8218,221,221,,
mp-8224,225,,,
mp-8226,166,166,,
mp-8230,15,15,,
mp-8231,129,129,,
mp-8232,67,67,,
mp-8234,113,113,113,113
mp-8235,72,72,,
mp-8248,12,12,,
mp-8249,71,71,,
mp-8253,12,12,,
mp-8255,148,,,
mp-8256,148,148,,
mp-8257,72,72,,
mp-8258,31,31,,
mp-8260,166,166,,
mp-8262,69,69,69,69
mp-8263,59,59,,
mp-8267,71,71,71,71
mp-8269,227,227,,
mp-8271,148,148,,
mp-8275,148,148,148,148
mp-8276,164,164,,
mp-8277,164,164,,
mp-8278,164,164,164,164
mp-8279,164,164,164,164
mp-8280,164,164,,
mp-8281,164,164,,
mp-8285,148,148,,
mp-8289,225,225,,
mp-8290,148,148,,
mp-8291,166,166,,
mp-8294,2,2,,
mp-8298,139,139,,
mp-8299,139,139,,
mp-8300,139,139,,
mp-8301,164,164,,
mp-8311,121,121,,
mp-8313,2,2,,
mp-8314,11,11,,
mp-8323,62,62,,
mp-8324,14,14,,
mp-8333,60,,,
mp-8335,139,139,,
mp-8341,33,,,
mp-8343,213,,,
mp-8346,92,,,
mp-8348,166,166,,
mp-8351,198,198,,
mp-8352,227,227,,
mp-8354,194,194,,
mp-8355,173,173,,
mp-8360,55,55,55,55
mp-8361,55,55,55,55
mp-8374,194,194,194,194
mp-8376,62,62,,
mp-8377,19,,,
mp-8378,2,2,,
mp-8380,176,176,,
mp-8382,180,180,,
mp-8387,148,148,,
mp-8388,64,,,
mp-8389,186,186,,
mp-8393,160,,,
mp-8395,15,,,
mp-8397,221,,,
mp-8398,221,,,
mp-8399,221,,,
mp-8401,221,,,
mp-8402,221,,,
mp-8409,166,,,
mp-8414,225,,,
mp-8415,189,,,
mp-8416,13,,,
mp-8422,66,,,
mp-8426,225,225,225,225
mp-8429,12,,,
mp-8430,129,,129,129
mp-8439,55,55,,
mp-8446,63,63,,
mp-8447,128,,,
mp-8449,2,2,,
mp-8450,2,2,,
mp-8452,129,129,,
mp-8453,129,129,,
mp-8454,221,,,
mp-8455,221,221,221,221
mp-8459,63,63,,
mp-8470,141,141,,
mp-8479,9,9,,
mp-8483,164,164,,
mp-8484,205,205,,
mp-8491,4,4,,
mp-8496,14,14,,
mp-8500,12,12,,
mp-8507,15,15,,
mp-8511,194,194,,
mp-8514,127,127,,
mp-8515,127,127,,
mp-8516,14,14,,
mp-8537,92,92,,
mp-8543,72,72,,
mp-8560,229,229,,
mp-8564,164,164,,
mp-8570,136,,,
mp-8579,164,,,
mp-8584,166,,,
mp-8585,14,,,
mp-8586,62,,,
mp-8590,128,,,
mp-8594,198,,198,198
mp-8602,191,,,
mp-8603,139,139,,
mp-8609,166,,,
mp-8610,148,148,,
mp-8611,148,148,,
mp-8612,160,,,
mp-8613,12,12,12,12
mp-8614,193,,,
mp-8615,141,141,,
mp-8616,163,163,,
mp-8621,71,71,71,71
mp-8622,71,71,,
mp-8623,71,71,,
mp-8624,199,199,,
mp-8627,2,2,,
mp-8630,198,198,,
mp-8644,194,194,,
mp-8645,164,164,,
mp-8652,164,164,,
mp-8658,129,129,129,129
mp-8666,139,,,
mp-8673,34,34,,
mp-8678,15,15,,
mp-8682,139,139,,
mp-8683,194,194,,
mp-8684,70,,,
mp-8686,198,,,
mp-8696,164,,,
mp-8697,167,167,,
mp-8702,148,148,,
mp-8703,217,217,217,217
mp-8704,161,161,161,161
mp-8708,14,14,,
mp-8709,15,15,,
mp-8710,166,166,,
mp-8713,72,72,72,72
mp-8714,72,72,,
mp-8716,72,72,72,72
mp-8723,194,194,194,194
mp-8724,147,147,,
mp-8725,62,62,,
mp-8727,167,167,,
mp-8751,129,129,,
mp-8752,166,166,,
mp-8753,166,166,,
mp-8754,62,62,,
mp-8755,62,62,62,62
mp-8756,129,129,129,129
mp-8759,63,63,,
mp-8762,14,14,,
mp-8763,14,14,,
mp-8769,72,,,
mp-8773,167,167,,
mp-8774,167,167,,
mp-8778,92,,,
mp-8781,39,39,,
mp-8789,139,139,,
mp-8794,2,2,,
mp-8796,14,14,,
mp-8799,129,129,,
mp-8800,12,12,,
mp-8804,137,137,137,137
mp-8809,127,127,,
mp-8810,14,,,
mp-8812,225,225,,
mp-8818,139,139,,
mp-8830,166,166,,
mp-8836,15,,,
mp-8837,12,12,,
mp-8840,59,59,,
mp-8845,15,15,,
mp-8850,62,,62,62
mp-8857,63,63,,
mp-8860,225,225,,
mp-8861,139,139,,
mp-8863,61,,,
mp-8866,86,,86,86
mp-8869,14,14,,
mp-8870,62,62,,
mp-8871,59,59,,
mp-8872,59,59,,
mp-8873,82,82,,
mp-8874,82,82,,
mp-8876,217,217,,
mp-8877,217,217,,
mp-8878,205,,,
mp-8880,186,186,186,186
mp-8881,186,186,186,186
mp-8882,186,186,186,186
mp-8883,186,186,,
mp-8884,186,186,,
mp-8885,62,,62,62
mp-8888,224,,,
mp-8890,2,2,,
mp-8892,60,60,,
mp-8898,60,60,,
