Band gap,Band gap-units,Band gap-conditions,Band gap-methods,Band gap-dataType,Band gap energy (E$_g^{expt}$),Band gap energy (E$_g^{expt}$)-units,Band gap energy (E$_g^{expt}$)-dataType,Band gap energy (E$_g^{GW}$),Band gap energy (E$_g^{GW}$)-units,Band gap energy (E$_g^{GW}$)-methods,Band gap energy (E$_g^{DFT+U}$),Band gap energy (E$_g^{DFT+U}$)-units,Band gap energy (E$_g^{DFT+U}$)-methods,chemicalFormula,references,Crystallinity,Structure,Crystal structure
6,eV,"{'name': 'Temperature', 'scalars': [{'value': '5.8'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Na1I1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
4.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,B2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
9.61,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '293'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,K1F1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
5.4,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Sc2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.97,eV,"{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ag1Br1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.6,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Si1C1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.54,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,V2O5,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sm1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.22,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Sb1I3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.64,eV,"{'name': 'Temperature', 'scalars': [{'value': '500'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ag2O1,[{'doi': '10.1063/1.3253115'}],,,
2.74,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As2S3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cu2Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.25,eV,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Eu1N1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Na2Se1,[{'doi': '10.1063/1.3253115'}],,,
0.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Nd1Te2,[{'doi': '10.1063/1.3253115'}],,,
1.1,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,In2S3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.84,eV,,,EXPERIMENTAL,,,,,,,,,,Ga1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.4,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Er1N1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.735,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.19,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Tl2S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.84,eV,"{'name': 'Temperature', 'scalars': [{'value': '673'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Pr2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.18,eV,"[{'name': 'Transition', 'scalars': [{'value': 'L6+ to L6-'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sn1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.7,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Li3Bi1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.42,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,In1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Yb1Sb1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.74,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,B1,[{'doi': '10.1063/1.3253115'}],Amorphous,,
11.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mg1F2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.88,eV,"{'name': 'Temperature', 'scalars': [{'value': '113'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ba1S1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.84,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Hg2Cl2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.773,eV,,{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Ga1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.68,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ag1Br1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.95,eV,"{'name': 'Temperature', 'scalars': [{'value': '650'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Tb2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.7,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sn1O2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Sb2Te3,[{'doi': '10.1063/1.3253115'}],,,
1.17,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Si,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.428,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Cd1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
7,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,B2O3,[{'doi': '10.1063/1.3253115'}],,,
0.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sb2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Dy2S3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.29,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Electroreflection'},EXPERIMENTAL,,,,,,,,,,Hg1I2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.05,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Tl1Br1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.011,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi0.92Sb0.08,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.535,eV,,{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Pb1I2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.343,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Te,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.14,eV,"{'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Pb1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.66,eV,"{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mo1O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.41,eV,,{'name': 'Magnetoabsorption'},EXPERIMENTAL,,,,,,,,,,In1AsI,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.725,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.9,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Rb3Sb1,[{'doi': '10.1063/1.3253115'}],,,
2.619,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,In2O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.29,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Zn1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.233,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Al1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.05,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.85,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Bi2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.6,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ag1Br1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
4.99,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Zr1O2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
5.98,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ca1I2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.69,eV,"{'name': 'Temperature', 'scalars': [{'value': '250'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Tl2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.23,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cr1O2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.526,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",,EXPERIMENTAL,,,,,,,,,,Cd1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
8.5,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,K1Cl1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.86,eV,"{'name': 'Temperature', 'scalars': [{'value': '530'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,La2O3,[{'doi': '10.1063/1.3253115'}],,,
1.87,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Se3Te1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.4,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '293'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Nb1Se2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.69,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
7,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ca1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.67,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Be3Sb2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.63,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Ga1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.122,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Eu1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.06,eV,"{'name': 'Temperature', 'scalars': [{'value': '600'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Fe2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
4,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Nd1B6,[{'doi': '10.1063/1.3253115'}],,,
1.1,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Ga1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1,eV,"{'name': 'Temperature', 'scalars': [{'value': '100'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ge1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.882,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.82,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",,EXPERIMENTAL,,,,,,,,,,Mo1Te2,[{'doi': '10.1063/1.3253115'}],,,
1.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Fe1S2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.12,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Re1Si2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.334,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '10'}], 'units': 'K'}]",{'name': 'Magnetoabsorption'},EXPERIMENTAL,,,,,,,,,,Te,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.67,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Mg2Ge1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.005,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '293'}], 'units': 'K'}]",{'name': 'Magnetoabsorption'},EXPERIMENTAL,,,,,,,,,,Ge,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.165,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Magnetoabsorption'},EXPERIMENTAL,,,,,,,,,,Pb1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Pb1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.5,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.01,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As1Se1,[{'doi': '10.1063/1.3253115'}],Amorphous,,
2.45,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Al1P1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.65,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '293'}], 'units': 'K'}]",,EXPERIMENTAL,,,,,,,,,,Cd1P2,[{'doi': '10.1063/1.3253115'}],,,
2.8,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,In2O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.1,eV,,{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As2Te3,[{'doi': '10.1063/1.3253115'}],Amorphous,,
1,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sn1Se2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
8.4,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Si1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.77,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.56,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Th1O2,[{'doi': '10.1063/1.3253115'}],,,
2.67,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G25 to G12'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Cu2O1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
5.6,eV,"{'name': 'Temperature', 'scalars': [{'value': '70'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mg1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.93,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Ga1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.117,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ni1S2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.46,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Fe1Te2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.4,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.22,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to X1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1P1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.322,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '20'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Hg1I2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.65,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,V1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.655,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '15'}], 'units': 'K'}]",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Mg2Si1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.35,eV,"{'name': 'Temperature', 'scalars': [{'value': '295'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,W1Se2,[{'doi': '10.1063/1.3253115'}],,,
0.008,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi0.7Sb0.3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
