,jarvis_bg_tbmbj,jarvis_bg_opt,jarvis_spillage
1612,,,
1613,,0.6913,
1614,,,
1615,,,
1616,,,
1617,,,
1618,,,
1619,,,
1620,,,
1621,,,
1622,,2.6482,
1623,,,
1624,,,
1625,,,
1626,,,
1627,,,
1628,,,
1629,,,
1630,,,
1631,,,
1632,,,
1633,,,
1634,,,
1635,,,
1636,,,
1637,,,
1638,,,
1639,,6.1344,
1640,,,
1641,4.0953,3.1803,
1642,,2.8569,
1643,,,
1644,,,
1645,,,
1646,,,
1647,,,
1648,,,
1649,,,
1650,,1.9413,
1651,,2.4443,
1652,,,
1653,,,
1654,,,
1655,,,
1656,,,
1657,,,
1658,,,
1659,,,
1660,,,
1661,,,
1662,,,
1663,,4.744,
1664,,,
1665,,,
1666,,1.1249,
1667,,,
1668,,4.0707,
1669,,,
1670,,,
1671,8.8707,6.2351,
1672,,,
1673,,4.4718,
1674,,,
1675,,,
1676,,,
1677,,,
1678,,,
1679,,,
1680,,,
1681,,4.7410000000000005,
1682,,,
1683,,,
1684,,,
1685,,,
1686,,,
1687,4.2379,3.0198,
1688,8.1083,5.6725,
1689,5.2251,3.5482,
1690,8.0973,5.9861,
1691,,,
1692,2.1937,1.0935,
1693,,,
1694,8.1906,5.7384,
1695,6.3932,5.5725,
1696,4.9728,2.6492,
1697,7.1247,4.1826,
1698,6.2864,3.2689999999999997,
1699,,6.9391,
1700,,2.8938,
1701,1.8369,1.1231,
1702,,4.3361,
1703,,,
1704,2.8797,2.8765,
1705,,,
1706,,,
1707,5.4677,3.6781,
1708,1.037,0.9259,
1709,,,
1710,1.9047,1.092,
1711,0.922,0.3196,0.14400000000000002
1712,,3.9801,
1713,,,
1714,,1.7374,
1715,8.0973,5.9853,
1716,1.3941,0.3624,0.095
1717,,6.8018,
1718,,5.2647,
1719,1.3780000000000001,0.8916,
1720,,,
1721,,4.5046,
1722,4.6025,3.0226,
1723,4.0746,2.2772,
1724,8.1902,5.7392,
1725,,,
1726,,,
1727,3.2018,2.3029,
1728,,,
1729,3.4002,2.3219,
1730,6.2302,4.9439,
1731,0.8771,0.7173,
1732,,0.37,
1733,,,
1734,1.6216,0.8476,
1735,7.2587,4.9337,
1736,1.1421,0.2705,0.048
1737,,,
1738,3.4507,2.2957,
1739,5.3271,4.7917,
1740,,0.4286,0.006999999999999999
1741,9.1481,5.3089,
1742,1.9673,1.4026,
1743,1.7263,1.1722,
1744,2.3173,1.963,
1745,,4.7986,
1746,,,
1747,,3.2018,
1748,,2.3589,
1749,,,
1750,,2.1215,
1751,,1.7248,
1752,,4.752,
1753,4.3948,3.173,
1754,3.4296,2.6183,
1755,,,
1756,3.4946,2.1173,
1757,,,
1758,,,
1759,,,
1760,,2.1825,
1761,,,
1762,0.4122,0.3684,
1763,,0.7083,0.011
1764,7.3243,5.0013,
1765,3.0354,2.1349,
1766,0.9355,0.3471,0.171
1767,4.5192,2.8876,
1768,,,
1769,1.683,1.4355,
1770,4.7332,2.6896,
1771,,,
1772,,,
1773,,,
1774,1.9003,1.3464,
1775,2.9178,2.2057,
1776,1.4162,0.759,
1777,,,
1778,,,
1779,,4.7708,
1780,3.4014,2.8101,
1781,3.6082,2.9201,
1782,,2.4945,
1783,3.0092,2.2266,
1784,,,
1785,,5.7274,
1786,2.1509,1.4841,
1787,,0.9032,
1788,2.9926,2.0849,
1789,,,
1790,2.9947,2.0664,
1791,,,
1792,,,
1793,,,
1794,,,
1795,,,
1796,,,
1797,6.9152,5.3902,
1798,,,
1799,,,
1800,,,
1801,,0.4201,0.14400000000000002
1802,,0.2855,0.018000000000000002
1803,,0.1028,
1804,1.6268,1.5251,
1805,2.5958,2.0888,
1806,,,
1807,,8.0368,
1808,,5.6647,
1809,1.4175,1.4002,
1810,,1.7441,
1811,2.3875,2.024,
1812,1.4251,0.7561,
1813,1.8193,0.5745,
1814,3.7674,2.2937,
1815,,,
1816,,0.3182,
1817,,,
1818,,,
1819,0.7271,0.0681,0.229
1820,2.4318,0.7544,
1821,1.7573,0.3617,0.022
1822,,0.7052,
1823,2.1006,0.9378,
1824,,0.3901,
1825,,1.3848,
1826,1.7727,0.9435,
1827,1.9296,1.1323,
1828,,0.6055,0.13
1829,2.5731,1.3825,
1830,1.6581,0.7124,0.026
1831,,,
1832,5.6545,3.572,
1833,5.2271,3.4532,
1834,,2.3035,
1835,2.5637,1.7333,
1836,,0.9307,
1837,1.7646,1.3816,
1838,,1.2887,
1839,,,
1840,1.9785,1.5656,
1841,,,
1842,5.4721,3.6545,
1843,5.3660000000000005,3.7060000000000004,
1844,5.6248,3.7217,
1845,,3.8211,
1846,2.9773,0.5463,
1847,,0.5086,0.044
1848,4.2264,3.443,
1849,,,
1850,,4.6745,
1851,,,
1852,,1.2945,
1853,,3.4992,
1854,2.5826,1.21,
1855,1.1465,0.9158,
1856,,,
1857,,,
1858,,0.7431,
1859,,5.2883,
1860,,,
1861,,0.6845,0.022
1862,,,
1863,,5.7521,
1864,,,
1865,4.67,2.6346,
1866,,4.8492,
1867,,6.0514,
1868,,0.8256,
1869,3.3488,1.9092,
1870,3.1314,2.2182,
1871,3.9742,3.0864,
1872,,,
1873,4.2101,2.5079,
1874,,6.7576,
1875,,,
1876,6.3069,4.2989999999999995,
1877,2.1126,1.6077,
1878,9.0089,7.6053,
1879,,4.327,
1880,6.3379,3.9267,
1881,2.1835,1.4269999999999998,
1882,,1.3416,
1883,4.9484,3.3258,
1884,,5.7821,
1885,,4.4311,
1886,,,
1887,5.2509,3.1891,
1888,9.1143,5.1264,
1889,,,
1890,3.784,3.3308,
1891,4.5738,3.6236,
1892,1.3781,0.8396,
1893,,,
1894,3.0769,2.3026,
1895,,,
1896,,,
1897,,,
1898,2.0872,1.2867,
1899,,,
1900,8.3857,6.056,
1901,,5.6819,
1902,4.5912,3.5378,
1903,,,
1904,,,
1905,,,
1906,2.6061,1.7930000000000001,
1907,2.5958,1.3415,
1908,1.6442,0.69,0.024
1909,,,
1910,1.3627,0.6963,0.08900000000000001
1911,,2.593,
1912,,,
1913,,7.5183,
1914,0.0998,0.1499,
1915,5.3197,4.0518,
1916,6.535,3.7701,
1917,2.375,2.2105,
1918,,0.0844,1.982
1919,,,
1920,10.9736,6.0596,
1921,,2.2341,
1922,2.1933,2.1655,
1923,,2.0273,
1924,,1.7971,
1925,7.0375,5.0411,
1926,,6.1988,
1927,7.3082,5.3087,
1928,0.8436,0.3067,0.044
1929,,0.7481,
1930,,,
1931,,,
1932,2.3956,1.6756,
1933,,,
1934,,,
1935,,,
1936,,,
1937,,0.4316,0.15
1938,,,
1939,,,
1940,,,
1941,3.9492,2.87,
1942,,,
1943,,,
1944,,,
1945,4.2989999999999995,2.8928,
1946,1.022,0.5944,0.01
1947,,,
1948,5.3538,3.207,
1949,,1.4685,
1950,8.5021,5.966,
1951,2.0125,1.3072,
1952,,,
1953,3.8392,2.0727,
1954,,1.7189,
1955,,,
1956,,,
1957,,,
1958,,,
1959,,,
1960,,,
1961,,,
1962,,,
1963,,,
1964,,,
1965,4.2772,2.177,
1966,,,
1967,,,
1968,,,
1969,,,
1970,,,
1971,,,
1972,,,
1973,,,
1974,,,
1975,,,
1976,,,
1977,,,
1978,,,
1979,,,
1980,,1.9414,
1981,,2.17,
1982,1.7588,1.3242,
1983,1.7019,1.2762,
1984,1.4407,0.6502,
1985,,0.787,
1986,1.1504,0.7484,
1987,1.2762,0.8884,
1988,1.0426,0.6257,
1989,1.1929,0.8041,
1990,,3.0954,
1991,0.9179999999999999,0.4752,0.022
1992,,0.5128,0.13
1993,8.3694,5.9901,
1994,1.329,0.9692,
1995,1.148,0.7023,
1996,3.1381,1.5767,
1997,0.8467,0.6067,0.015
1998,1.3952,0.5103,0.056
1999,,,
2000,5.9921,4.1137,
2001,,,
2002,,,
2003,,3.4825,
2004,5.0433,3.4488,
2005,,,
2006,,,
2007,,2.0104,
2008,,3.4046,
2009,6.5798,4.9145,
2010,6.3284,4.0209,
2011,,1.16,
2012,,1.6842,
2013,,,
2014,5.3285,3.6453,
2015,,,
2016,,,
2017,5.4905,3.9103,
2018,,6.7601,
2019,,4.053999999999999,
2020,,0.5145,
2021,,1.1044,
2022,,1.1564,
2023,,,
2024,2.5087,1.0689,
2025,1.8218,1.1019,
2026,4.4506,3.3381,
2027,10.7965,7.8032,
2028,4.4112,1.9785,
2029,4.8366,3.9051,
2030,,,
2031,,,
2032,5.4718,3.9081,
2033,,5.8051,
2034,2.3079,1.6198,
2035,,,
2036,,6.3973,
2037,,3.5531,
2038,4.9773,3.1618,
2039,7.8522,5.0817,
2040,2.1671,1.5971,
2041,1.6440000000000001,1.1885,
2042,3.0513,1.2774,
2043,3.4041,1.5838,
2044,,,
2045,7.8606,6.0732,
2046,,,
2047,,,
2048,,,
2049,,4.17,
2050,5.3772,3.7731,
2051,,0.2308,
2052,,2.1657,0.002
2053,,,
2054,,1.8707,
2055,1.7923,1.2686,
2056,,4.7045,
2057,4.5633,3.3994,
2058,0.8001,0.6774,
2059,,1.6544,
2060,,,
2061,,1.0099,
2062,2.1529,0.9952,
2063,1.9569,0.9844,
2064,3.4297,0.8617,
2065,1.3555,0.4573,0.033
2066,,3.0488,
2067,,1.3289,
2068,3.6417,3.2565,
2069,4.1571,2.3419,
2070,4.9,3.6782,
2071,2.6852,2.0516,
2072,,,
2073,2.7133,2.6122,
2074,,,
2075,,,
2076,2.6272,1.6004,
2077,,,
2078,1.1351,0.672,
2079,,2.2482,
2080,,,
2081,2.012,1.6694,
2082,,,
2083,0.6706,0.4776,
2084,0.6859,0.4793,0.25
2085,,0.0531,
2086,0.4465,0.2816,0.26
2087,,,
2088,,,
2089,4.0704,2.9977,
2090,8.1493,5.5152,
2091,3.1865,2.5537,
2092,6.6249,5.064,
2093,1.3337,0.9563,
2094,6.7461,6.4229,
2095,1.2887,0.7548,
2096,,1.261,
2097,4.7287,3.6897,
2098,2.4144,1.6498,
2099,3.0495,2.3064,
2100,2.783,2.6963,
2101,2.5078,2.1817,
2102,4.4437,2.5185,
2103,,3.1017,
2104,,,
2105,1.2195,0.6956,
2106,6.3813,3.1996,
2107,2.506,1.6167,
2108,2.3335,1.2126,
2109,,,
2110,3.4412,1.6057,
2111,1.4554,0.7675,
2112,1.6267,0.7248,
2113,1.6748,1.1513,
2114,1.3631,0.5799,0.009000000000000001
2115,1.6045,1.1520000000000001,
2116,,0.14400000000000002,0.081
2117,4.062,2.3732,
2118,3.7845,2.9403,
2119,7.4181,5.2211,
2120,,4.2841,
2121,,,
2122,1.9295,1.2212,
2123,1.7967,1.2211,
2124,,0.6682,0.028
2125,,,
2126,0.7445,0.4049,
2127,,,
2128,,,
2129,,,
2130,,2.5818,
2131,,,
2132,3.761,3.2117,
2133,,,
2134,,,
2135,,,
2136,,3.9239,
2137,,4.6182,
2138,8.47,5.3171,
2139,,7.0362,
2140,7.5089,4.7497,
2141,1.705,0.8585,
2142,,,
2143,4.053,1.921,
2144,,,
2145,4.5711,3.1115,
2146,,,
2147,,,
2148,,,
2149,2.2288,1.5611,
2150,,0.1518,
2151,4.502,2.2365,
2152,2.0852,1.4495,
2153,,0.1637,
2154,,,
2155,,,
2156,,,
2157,,,
2158,10.4338,7.6494,
2159,5.6703,4.1423,
2160,9.6635,7.4799,
2161,9.0234,7.2483,
2162,,,
2163,3.9296,3.1436,
2164,4.3041,2.171,
2165,,0.3081,
2166,4.888999999999999,3.347,
2167,,0.2087,
2168,1.7767,1.2482,
2169,,,
2170,6.5136,4.3803,
2171,4.0017,3.7052,
2172,4.7808,3.3402,
2173,4.4086,2.5351,
2174,10.2074,7.111000000000001,
2175,,,
2176,5.7178,3.1866,
2177,5.2635,3.6239999999999997,
2178,2.6236,1.9957,
2179,7.2824,5.1157,
2180,3.7595,2.3794,
2181,,4.2836,
2182,,3.1974,
2183,2.6842,2.4437,
2184,0.6484,0.4451,0.374
2185,,,
2186,,2.3394,
2187,,2.2407,
2188,,3.463,
2189,,,
2190,2.1797,1.0185,
2191,7.374,5.9466,
2192,,,
2193,,,
2194,2.3651,0.9244,
2195,2.7281,1.9580000000000002,
2196,,,
2197,,4.7535,
2198,9.5951,7.3281,
2199,,,
2200,,,
2201,2.5089,1.5812,
2202,,,
2203,2.4836,2.2448,
2204,,2.7126,
2205,,0.3997,0.246
2206,,0.1787,
2207,,,
2208,3.0129,2.5673,
2209,,1.8989,
2210,1.5030000000000001,1.0190000000000001,
2211,1.4645,1.0444,
2212,1.3234,0.8637,
2213,,1.5841,
2214,,,
2215,1.6191,1.4138,
2216,6.8765,5.8651,
2217,,0.3554,0.383
2218,7.4912,6.045,
2219,,,
2220,,,
2221,,2.2211,
2222,8.1089,5.9432,
2223,5.9563,4.5154,
2224,,0.4862,0.102
2225,,,
2226,3.1647,2.0134,
2227,,,
2228,,4.2784,
2229,,,
2230,2.0591,1.057,
2231,2.305,1.2239,
2232,2.3993,2.0075,
2233,,2.4712,
2234,1.3277,1.0824,
2235,0.0,0.8718,
2236,,,
2237,,0.8834,
2238,,,
2239,4.8765,3.6952,
2240,,1.165,
2241,,1.8395,
2242,3.6788,3.0625,
2243,1.8193,0.7885,
2244,2.4018,1.0176,
2245,3.4502,2.5258,
2246,,2.1630000000000003,
2247,4.4744,2.8159,
2248,,,
2249,,,
2250,,,
2251,,,
2252,,,
2253,,3.9187,
2254,,,
2255,0.5847,0.7455,
2256,1.795,1.2366,
2257,4.7319,2.2724,
2258,,,
2259,4.5734,2.5436,
2260,,,
2261,,,
2262,,,
2263,,,
2264,,6.0812,
2265,1.6545,0.8415,
2266,1.4829,1.3171,
2267,10.4006,7.4851,
2268,,,
2269,4.4097,1.9366,
2270,,1.4798,
2271,,,
2272,,,
2273,1.5012,0.3203,
2274,,6.8035,
2275,,,
2276,,,
2277,3.2271,2.5674,
2278,,,
2279,,,
2280,6.0139,3.4134,
2281,,,
2282,,6.7888,
2283,,,
2284,,,
2285,,,
2286,2.6148,2.0495,
2287,2.5597,1.8075,
2288,2.1751,1.2628,
2289,,,
2290,2.2585,1.0786,
2291,,,
2292,,,
2293,,,
2294,,,
2295,,,
2296,1.4075,1.3514,
2297,,,
2298,,,
2299,,,
2300,,,
2301,3.8671,3.784,
2302,1.0173,0.5781,0.023
2303,1.7622,0.8228,
2304,1.7369,0.7572,
2305,,,
2306,,,
2307,,0.2016,
2308,0.4164,0.1401,0.01
2309,0.0753,0.2306,0.064
2310,1.6583,1.2969,
2311,,,
2312,,,
2313,,,
2314,,,
2315,,,
2316,,,
2317,,,
2318,,,
2319,4.0293,1.8059,
2320,,,
2321,,,
2322,,,
2323,2.1927,2.0248,
2324,5.6425,4.5577,
2325,,,
2326,,,
2327,1.5542,0.7872,
2328,,,
2329,,,
2330,5.1479,3.6756,
2331,,,
2332,,,
2333,,,
2334,,,
2335,,,
2336,,,
2337,1.7482,1.6667,
2338,2.1655,1.1682,
2339,1.7016,1.3045,
2340,1.8298,1.0319,
2341,3.313,2.1728,
2342,,,
2343,2.9825,2.1329,
2344,,0.7149,
2345,3.417,2.4321,
2346,1.8825,1.2559,
2347,,,
2348,3.3563,2.3683,
2349,,1.0826,
2350,3.6062,1.07,
2351,5.6203,4.4359,
2352,,1.7346,
2353,2.1195,0.8713,
2354,,0.4438,0.15
2355,,4.1672,
2356,,1.7084,
2357,2.529,1.2475,
2358,1.608,1.1828,
2359,,0.9184,
2360,3.2030000000000003,2.3819999999999997,
2361,,5.1572,
2362,,,
2363,,,
2364,,,
2365,,,
2366,,,
2367,,,
2368,,,
2369,1.8854,1.1804,
2370,,,
2371,,,
2372,,0.541,
2373,,,
2374,,,
2375,,,
2376,,,
2377,,8.0261,
2378,,5.2034,
2379,2.6826,1.6033,
2380,1.617,0.4629,0.236
2381,5.7927,3.2592,
2382,,0.369,
2383,0.1,0.6702,
2384,,,
2385,5.1953,3.9501,
2386,,,
2387,4.9097,4.5162,
2388,2.9854,2.5236,
2389,,3.1909,
2390,,,
2391,5.4552,3.2764,
2392,,,
2393,2.3454,1.4738,
2394,2.0718,1.5602,
2395,,4.3839,
2396,,1.1011,
2397,1.7865,0.5191,0.016
2398,,2.8201,
2399,,,
2400,,,
2401,6.5786,4.1454,
2402,,,
2403,3.6063,2.3076,
2404,,,
2405,,,
2406,,,
2407,,1.3312,
2408,4.2459,2.5758,
2409,0.069,0.0811,0.35700000000000004
2410,2.3984,1.3994,
2411,1.5474,1.055,
2412,,,
2413,5.3395,4.5271,
2414,,,
2415,,,
2416,2.0448,1.3307,
2417,,,
2418,,,
2419,1.2556,1.0636,
2420,1.5478,1.0098,
2421,,1.1407,
2422,,,
2423,,,
2424,1.5513,1.3085,
2425,,,
2426,,,
2427,2.3015,1.3840000000000001,
2428,1.569,0.9103,
2429,1.0822,0.4429,0.015
2430,,,
2431,,,
2432,,,
2433,,,
2434,1.4278,0.9121,
2435,,,
2436,1.5036,0.6187,0.106
2437,,,
2438,,,
2439,7.6309,6.9857,
2440,7.7729,6.8721,
2441,,,
2442,,,
2443,,,
2444,3.332,2.205,
2445,3.3944,2.2522,
2446,3.5339,2.3088,
2447,3.5441,2.3362,
2448,3.4694,2.3579,
2449,3.6581,2.3734,
2450,,2.3869,
2451,10.0063,8.0942,
2452,,,
2453,,0.1007,0.999
2454,,,
2455,,0.3435,0.003
2456,1.4780000000000002,0.3624,0.024
2457,,,
2458,2.3248,1.6634,
2459,,,
2460,,2.878,
2461,,,
2462,,,
2463,,,
2464,,,
2465,,,
2466,,,
2467,,,
2468,,,
2469,,,
2470,,0.7481,
2471,,1.006,
2472,,,
2473,,,
2474,,,
2475,,,
2476,,,
2477,,,
2478,,,
2479,,,
2480,,0.929,
2481,11.4243,6.6164,
2482,6.4225,4.6903,
2483,,,
2484,1.45,0.2435,0.014
2485,,,
2486,,,
2487,,,
2488,,,
2489,,,
2490,,,
2491,,,
2492,,,
2493,2.5088,2.0032,
2494,,,
2495,,,
2496,1.2078,0.8181,
2497,2.0293,1.2188,
2498,3.95,3.3327,
2499,,,
2500,,,
2501,,,
2502,,,
2503,,1.217,
2504,1.807,1.3743,
2505,1.2267,0.9012,
2506,1.4354,1.0684,
2507,1.2753,0.9118,
2508,1.4211,0.9064,
2509,1.7690000000000001,0.8327,
2510,1.2607,0.4049,0.015
2511,2.3225,1.4992,
2512,1.6979,1.0869,
2513,1.3067,1.1332,
2514,1.1478,0.6735,0.039
2515,1.1585,0.5941,0.047
2516,0.4457,0.1462,0.053
2517,1.4693,0.8145,
2518,7.1535,4.5396,
2519,,,
2520,,,
2521,,2.2214,
2522,,,
2523,,0.5148,0.058
2524,,0.6675,
2525,,5.8897,
2526,,3.4565,
2527,2.4001,1.6665,
2528,3.4639,2.3013,
2529,,0.4727,0.065
2530,,,
2531,,,
2532,,,
2533,,,
2534,,,
2535,4.1012,2.8932,
2536,,2.2171,
2537,,2.1095,
2538,,3.5568,
2539,,,
2540,2.7336,1.8312,
2541,2.4618,1.5434,
2542,2.4798,1.4397,
2543,,1.3802,
2544,,0.5826,
2545,,,
2546,2.122,0.9461,
2547,,2.17,
2548,,,
2549,1.7492,0.9557,
2550,2.6477,1.5894,
2551,,1.547,
2552,,,
2553,,,
2554,,2.1664,
2555,,,
2556,,2.19,
2557,,3.2927,
2558,,2.8428,
2559,,1.3239,
2560,2.4588,1.4751,
2561,,,
2562,2.7418,1.7117,
2563,,,
2564,,,
2565,,2.3024,
2566,,7.9877,
2567,2.9361,1.9664,
2568,,0.8641,
2569,,,
2570,,2.0925,
2571,,0.5094,
2572,,4.3634,
2573,,,
2574,3.7295,2.7472,
2575,5.5117,3.5877,
2576,,0.1311,
2577,,,
2578,6.0645,4.1708,
2579,,,
2580,,2.5941,
2581,,2.3408,
2582,,,
2583,,,
2584,2.0497,1.8358,
2585,1.2506,1.1379,
2586,,,
2587,,0.6154,0.055
2588,1.8989,1.0586,
2589,2.1085,1.26,
2590,0.6531,0.295,0.16899999999999998
2591,,,
2592,,3.6559,
2593,,2.0554,
2594,4.0708,3.0974,
2595,3.8922,3.128,
2596,1.7797,1.0815,
2597,,1.3978,
2598,2.3563,1.3506,
2599,1.7723,1.0914,
2600,1.7863,1.1425,
2601,1.8844,0.9797,
2602,,,
2603,,,
2604,,,
2605,,2.6834,
2606,5.9374,3.8696,
2607,1.5743,0.6969,
2608,,,
2609,,5.0754,
2610,,5.1944,
2611,,,
2612,6.6607,4.9681,
2613,,,
2614,,,
2615,,8.148,
2616,,,
2617,,,
2618,,1.3413,
2619,,4.6907,
2620,2.5304,1.5137,
2621,2.3219,1.7505,
2622,,0.261,0.03
2623,,0.278,0.033
2624,0.7082,0.3116,0.038
2625,0.7523,0.3338,0.043
2626,0.664,0.3031,0.003
2627,1.148,0.8066,
2628,,,
2629,,0.5629,
2630,,,
2631,2.716,1.2212,
2632,3.1169,2.0463,
2633,2.5243,1.3455,
2634,,,
2635,,,
2636,0.5670000000000001,0.1949,0.02
2637,,0.3652,0.012
2638,1.1737,1.139,
2639,3.0866,2.07,
2640,,0.8435,
2641,,1.3472,
2642,0.9981,0.5225,0.073
2643,3.3714,0.3055,
2644,1.5608,1.206,
2645,,,
2646,,,
2647,,,
2648,,,
2649,1.9637,1.1012,
2650,,,
2651,3.3953,2.5533,
2652,1.6184,1.1944,
2653,,,
2654,0.9011,0.3713,0.005
2655,1.9344,1.415,
2656,,,
2657,,,
2658,,,
2659,2.0553,1.236,
2660,,4.1011,
2661,2.1537,1.4046,
2662,,,
2663,,0.8357,
2664,,0.6729,0.011
2665,,0.40399999999999997,0.027000000000000003
2666,,,
2667,3.1439999999999997,2.4203,
2668,,8.1225,
2669,,0.6208,0.17
2670,2.0078,0.9932,
2671,1.2236,0.2693,0.048
2672,2.291,1.6408,
2673,1.1419,0.3165,0.1
2674,2.5747,1.9508,
2675,4.0777,2.4391,
2676,,,
2677,,,
2678,1.9278,1.4703,
2679,,1.5689,
2680,,,
2681,6.6337,5.237,
2682,1.4905,1.0594,
2683,3.1023,2.3255,
2684,,3.0553,
2685,,,
2686,1.8335,1.2699,
2687,,6.735,
2688,,4.2467,
2689,,,
2690,,,
2691,1.0394,0.5252,
2692,3.4537,2.2211,
2693,1.9845,1.8231,
2694,1.3201,0.436,0.067
2695,2.2405,1.2982,
2696,4.4633,3.864,
2697,,0.49700000000000005,0.025
2698,0.8985,0.6378,0.075
2699,,,
2700,3.7277,2.7883,
2701,,,
2702,,,
2703,,,
2704,,,
2705,2.3376,1.4233,
2706,,0.5919,
2707,,,
2708,1.7417,1.2484,
2709,,,
2710,4.2731,3.1766,
2711,,2.2262,
2712,5.0617,4.3464,
2713,,3.589,
2714,5.9036,3.636,
2715,,,
2716,,,
2717,3.2015,0.6183,
2718,,4.2849,
2719,,,
2720,,,
2721,,2.5056,
2722,3.0002,2.1999,
2723,2.8759,2.0133,
2724,2.6092,1.8405,
2725,,,
2726,,,
2727,1.1145,0.4664,0.023
2728,,3.9044,
2729,,,
2730,,,
2731,,,
2732,9.508,7.9856,
2733,,7.3428,
2734,,,
2735,,,
2736,,,
2737,,1.7808,
2738,1.2345,0.7081,0.115
2739,,,
2740,,,
2741,,7.601,
2742,,1.1431,
2743,3.3583,2.4013,
2744,,,
2745,7.507999999999999,5.2904,
2746,8.5571,6.6464,
2747,,,
2748,,,
2749,,1.7163,
2750,3.4864,2.7973,
2751,,,
2752,,,
2753,,,
2754,,,
2755,,,
2756,3.1122,2.0833,
2757,,,
2758,,,
2759,,1.8294,
2760,,1.8391,
2761,,,
2762,2.1521,1.8659,
2763,6.4713,4.8658,
2764,,,
2765,1.7285,0.8989,
2766,1.4877,0.7237,
2767,1.3701,0.6589,0.01
2768,1.5509,0.7838,
2769,,3.5502,
2770,,,
2771,,0.787,
2772,2.7674,1.777,
2773,2.6101,2.2367,
2774,3.628,2.283,
2775,1.2336,0.6395,0.019
2776,,3.7307,
2777,1.9329,1.258,
2778,,6.1582,
2779,3.5923,2.0865,
2780,5.0463,4.0514,
2781,0.8275,0.1283,4.041
2782,2.1256,2.0566,
2783,,0.1673,0.078
2784,3.3652,2.1169,
2785,,,
2786,,,
2787,1.952,1.0634,
2788,2.7827,1.8688,
2789,2.8037,1.8635,
2790,2.9684,1.8694,
2791,,,
2792,2.9602,1.9140000000000001,
2793,2.9691,1.9423,
2794,2.927,1.9651,
2795,,2.019,
2796,,,
2797,,,
2798,,,
2799,,0.9031,
2800,,,
2801,,0.6763,0.026
2802,7.4634,5.9007,
2803,,,
2804,,,
2805,3.5233,2.2016,
2806,,,
2807,5.2649,3.7127,
2808,,,
2809,,0.9595,
2810,,0.9944,
2811,,,
2812,2.0552,1.5719999999999998,
2813,8.4825,5.6725,
2814,3.3229,1.6751,
2815,,,
2816,2.3724,1.8203,
2817,,,
2818,,,
2819,,,
2820,4.698,3.9115,
2821,2.5689,1.3535,
2822,2.5291,1.3904,
2823,2.3872,1.421,
2824,2.2169,1.5892,
2825,,5.8831,
2826,,,
2827,6.6922,5.8183,
2828,,0.3267,
2829,,0.9208,
2830,,,
2831,1.0545,0.6324,0.026
2832,,,
2833,,,
2834,3.9283,2.3413,
2835,6.4494,4.4391,
2836,6.4627,4.6332,
2837,,,
2838,,0.5909,0.013
2839,,0.2861,
2840,,6.3741,
2841,,,
2842,,,
2843,,,
2844,4.3863,3.4328,
2845,,0.3128,0.175
2846,0.9129999999999999,0.3255,0.173
2847,,,
2848,6.2338,4.817,
2849,3.5604,2.2337,
2850,,,
2851,,,
2852,1.1909,1.032,
2853,1.7602,0.7879,
2854,3.0115,2.2939,
2855,2.8727,1.9153,
2856,,,
2857,,,
2858,,,
2859,,,
2860,5.3308,3.7651,
2861,,,
2862,,,
2863,,,
2864,,,
2865,,,
2866,,,
2867,,,
2868,,,
2869,,,
2870,0.966,0.3338,0.173
2871,2.2479,1.6732,
2872,,1.0490000000000002,
2873,,,
2874,,,
2875,6.7035,5.2085,
2876,0.5094,0.4562,0.308
2877,3.4219,2.8645,
2878,,1.2511,
2879,,,
2880,,5.0823,
2881,0.0728,0.3699,
2882,,,
2883,,,
2884,3.7863,1.8419,
2885,,,
2886,,8.0976,
2887,,,
2888,,,
2889,3.4193,2.0936,
2890,1.2718,0.8702,
2891,6.4307,4.5192,
2892,,,
2893,,,
2894,,,
2895,,,
2896,,,
2897,5.3415,4.2817,
2898,,0.29,
2899,,,
2900,,5.3165,
2901,,,
2902,3.3305,2.1362,
2903,,0.3454,0.024
2904,,,
2905,,,
2906,,,
2907,,,
2908,,7.4675,
2909,,4.1455,
2910,,,
2911,,,
2912,,,
2913,,,
2914,,,
2915,,,
2916,,,
2917,,,
2918,3.3158,2.2949,
2919,,0.7732,
2920,,,
2921,1.1653,1.1343,
2922,2.4469,1.4295,
2923,,2.1986,
2924,,,
2925,,,
2926,,2.2501,
2927,,,
2928,,3.8710000000000004,
2929,,,
2930,,,
2931,,,
2932,4.6901,4.2117,
2933,,5.0974,
2934,,2.9472,
2935,,1.5832,
2936,1.81,1.2554,
2937,,,
2938,,,
2939,,3.8064,
2940,,0.5284,
2941,,,
2942,,0.7986,
2943,,0.8393,
2944,2.3749,0.9847,
2945,,,
2946,0.128,0.2143,
2947,7.3007,5.8101,
2948,,,
2949,,,
2950,,1.2603,
2951,5.5002,4.406000000000001,
2952,,2.6097,
2953,3.2024,2.1249,
2954,2.6013,2.3985,
2955,,2.0457,
2956,,1.7331,
2957,,,
2958,,,
2959,,,
2960,,,
2961,,,
2962,,,
2963,,2.8373,
2964,,,
2965,3.6625,1.8268,
2966,,,
2967,,,
2968,,0.5056,
2969,,2.3402,
2970,,,
2971,,,
2972,,,
2973,,,
2974,,,
2975,,,
2976,,,
2977,,,
2978,,,
2979,2.5944,1.8466,
2980,,,
2981,,,
2982,,,
2983,,,
2984,,,
2985,,,
2986,,,
